,Player,Ov,Runs,Wkts,Maid,Dots,SR,Against,Venue,Match Date
618,Dhawal Kulkarni,4,18,3,1,15,8,RR,Sawai Mansingh Stadium,20-May-12
619,Ashish Nehra,4,19,2,0,15,12,MI,Maharashtra Cricket Association's International Stadium,03-May-12
620,Ryan Harris,4,19,2,0,15,12,DC,HPCA Stadium,19-May-12
621,Ben Hilfenhaus,4,20,1,0,15,24,PBKS,HPCA Stadium,17-May-12
622,Shane Watson,4,22,2,1,15,12,PBKS,IS Bindra Stadium,05-May-12
623,Johan Botha,4,22,1,0,15,24,KKR,Eden Gardens,13-Apr-12
624,Azhar Mahmood,4,28,2,0,15,12,CSK,HPCA Stadium,17-May-12
625,Dale Steyn,4,12,3,1,14,8,MI,ACA-VDCA Stadium,09-Apr-12
626,Shaun Tait,4,13,3,0,14,8,PWI,Maharashtra Cricket Association's International Stadium,08-May-12
627,Sunil Narine,4,13,1,1,14,24,PWI,Eden Gardens,05-May-12
628,Kieron Pollard,4,14,2,0,14,12,PBKS,Wankhede Stadium,22-Apr-12
629,Zaheer Khan,4,16,0,0,14,0,MI,Wankhede Stadium,09-May-12
630,Praveen Kumar,4,18,2,0,14,12,CSK,HPCA Stadium,17-May-12
631,Pankaj Singh,4,18,2,0,14,12,RCB,M. Chinnaswamy Stadium,15-Apr-12
632,Ankit Sharma,4,18,0,0,14,0,MI,ACA-VDCA Stadium,09-Apr-12
633,KP Appanna,4,19,4,0,14,6,RR,Sawai Mansingh Stadium,23-Apr-12
634,Umesh Yadav,4,19,3,1,14,8,PBKS,HPCA Stadium,19-May-12
635,Yusuf Pathan,4,19,1,0,14,24,RCB,Eden Gardens,28-Apr-12
636,Lasith Malinga,4,20,0,0,14,0,RCB,Wankhede Stadium,09-May-12
637,Umesh Yadav,4,21,3,0,14,8,PBKS,Arun Jaitley Stadium,15-May-12
638,Parvinder Awana,4,22,3,0,14,8,DC,Arun Jaitley Stadium,15-May-12
639,Morne Morkel,4,22,2,1,14,12,MI,Wankhede Stadium,16-Apr-12
640,Sunil Narine,4,23,2,0,14,12,DC,Arun Jaitley Stadium,07-May-12
641,Shaun Tait,3.1,20,0,0,14,0,CSK,Sawai Mansingh Stadium,10-May-12
642,Ben Hilfenhaus,4,27,3,0,14,8,DC,Chidambaram,12-May-12
643,Brett Lee,4,29,2,0,14,12,RR,Sawai Mansingh Stadium,08-Apr-12
644,Praveen Kumar,4,33,0,0,14,0,DC,HPCA Stadium,19-May-12
645,Parvinder Awana,4,34,4,0,14,6,RCB,IS Bindra Stadium,20-Apr-12
646,Sunil Narine,4,11,1,0,13,24,RCB,Eden Gardens,28-Apr-12
647,Irfan Pathan,4,12,1,1,13,24,MI,Wankhede Stadium,16-Apr-12
648,Sunil Narine,4,14,2,0,13,12,CSK,Eden Gardens,14-May-12
649,Albie Morkel,4,15,1,0,13,24,DC,Chidambaram,12-May-12
650,Lasith Malinga,3.5,16,2,0,13,11.5,CSK,Chidambaram,04-Apr-12
651,Munaf Patel,4,17,1,0,13,24,KKR,Wankhede Stadium,16-May-12
652,Nuwan Kulasekara,4,17,1,0,13,24,RR,Chidambaram,21-Apr-12
653,Lakshmipathy Balaji,4,18,4,1,13,6,RCB,M. Chinnaswamy Stadium,10-Apr-12
654,Pawan Negi,4,18,4,0,13,6,RR,Sawai Mansingh Stadium,01-May-12
655,Siddharth Trivedi,4,18,2,0,13,12,CSK,Sawai Mansingh Stadium,10-May-12
656,Shaun Tait,4,18,2,0,13,12,PBKS,IS Bindra Stadium,05-May-12
657,Harbhajan Singh,4,18,2,0,13,12,PWI,Maharashtra Cricket Association's International Stadium,03-May-12
658,Sunil Narine,4,19,5,0,13,4.8,PBKS,Eden Gardens,15-Apr-12
659,Morne Morkel,4,19,2,0,13,12,CSK,Arun Jaitley Stadium,10-Apr-12
660,Ravichandran Ashwin,4,19,1,0,13,24,RR,Chidambaram,21-Apr-12
661,Albie Morkel,4,20,0,0,13,0,MI,Chidambaram,04-Apr-12
662,Alfonso Thomas,4,22,3,0,13,8,DC,Arun Jaitley Stadium,21-Apr-12
663,Ashish Nehra,4,23,3,0,13,8,RR,Sawai Mansingh Stadium,13-May-12
664,Pragyan Ojha,4,23,1,0,13,24,PWI,Wankhede Stadium,06-Apr-12
665,Dale Steyn,4,24,2,0,13,12,KKR,Barabati Stadium,22-Apr-12
666,Munaf Patel,4,24,1,0,13,24,PWI,Maharashtra Cricket Association's International Stadium,03-May-12
667,Lasith Malinga,4,25,2,0,13,12,PWI,Maharashtra Cricket Association's International Stadium,03-May-12
668,Lakshmipathy Balaji,4,27,0,0,13,0,RR,Eden Gardens,13-Apr-12
669,Ben Hilfenhaus,4,34,2,1,13,12,MI,Wankhede Stadium,06-May-12
670,Rajat Bhatia,4,14,2,0,12,12,PBKS,Eden Gardens,15-Apr-12
671,Praveen Kumar,4,15,2,0,12,12,DEC,Rajiv Gandhi Intl. Cricket Stadium,08-May-12
672,Sunil Narine,4,15,1,0,12,24,PWI,Maharashtra Cricket Association's International Stadium,19-May-12
673,Lasith Malinga,4,16,2,1,12,12,PWI,Wankhede Stadium,06-Apr-12
674,Dale Steyn,4,16,2,0,12,12,RR,Rajiv Gandhi Intl. Cricket Stadium,18-May-12
675,Rahul Sharma,4,16,1,0,12,24,MI,Wankhede Stadium,06-Apr-12
676,Lasith Malinga,3.4,16,4,0,12,5.5,DEC,Wankhede Stadium,29-Apr-12
677,Wayne Parnell,4,18,2,0,12,12,KKR,Maharashtra Cricket Association's International Stadium,19-May-12
678,Vinay Kumar,4,18,2,0,12,12,KKR,M. Chinnaswamy Stadium,10-Apr-12
679,Harbhajan Singh,4,18,0,0,12,0,DEC,ACA-VDCA Stadium,09-Apr-12
680,Sunil Narine,3.1,15,4,0,12,4.75,MI,Wankhede Stadium,16-May-12
681,Dale Steyn,4,19,2,0,12,12,DC,Arun Jaitley Stadium,19-Apr-12
682,Munaf Patel,4,20,4,0,12,6,DEC,ACA-VDCA Stadium,09-Apr-12
683,Siddharth Trivedi,4,20,2,0,12,12,DEC,Rajiv Gandhi Intl. Cricket Stadium,18-May-12
684,Brad Hogg,4,20,1,0,12,24,KKR,Eden Gardens,13-Apr-12
685,Ajit Chandila,4,20,1,0,12,24,DEC,Rajiv Gandhi Intl. Cricket Stadium,18-May-12
686,Marlon Samuels,4,21,1,0,12,24,MI,Wankhede Stadium,06-Apr-12
687,Ankeet Chavan,4,23,2,0,12,12,KKR,Sawai Mansingh Stadium,08-Apr-12
688,Marlon Samuels,4,23,1,0,12,24,PBKS,Maharashtra Cricket Association's International Stadium,08-Apr-12
689,Irfan Pathan,4,23,1,0,12,24,PWI,Maharashtra Cricket Association's International Stadium,24-Apr-12
690,RP Singh,4,23,1,0,12,24,RCB,M. Chinnaswamy Stadium,14-May-12
691,Munaf Patel,4,23,1,0,12,24,DEC,Wankhede Stadium,29-Apr-12
692,Jacques Kallis,4,24,2,0,12,12,DC,Maharashtra Cricket Association's International Stadium,22-May-12
693,RP Singh,4,24,2,0,12,12,DC,Wankhede Stadium,16-Apr-12
694,Shakib Al Hasan,4,25,1,0,12,24,MI,Wankhede Stadium,16-May-12
695,Irfan Pathan,4,25,1,0,12,24,CSK,Arun Jaitley Stadium,10-Apr-12
696,Irfan Pathan,4,25,0,0,12,0,PBKS,HPCA Stadium,19-May-12
697,Ravichandran Ashwin,3.5,24,3,0,12,7.66,DC,Chidambaram,25-May-12
698,Albie Morkel,3,19,0,0,12,0,RR,Sawai Mansingh Stadium,10-May-12
699,Kevon Cooper,4,26,4,0,12,6,PBKS,Sawai Mansingh Stadium,06-Apr-12
700,Shadab Jakati,4,26,2,0,12,12,KKR,Eden Gardens,14-May-12
701,Bhuvneshwar Kumar,4,26,2,0,12,12,KKR,Eden Gardens,05-May-12
702,Shakib Al Hasan,4,27,1,0,12,24,MI,Eden Gardens,12-May-12
703,Azhar Mahmood,3.2,23,2,0,12,10,DC,HPCA Stadium,19-May-12
704,RP Singh,4,28,3,0,12,8,CSK,Wankhede Stadium,06-May-12
705,Daniel Vettori,4,29,1,0,12,24,KKR,Eden Gardens,28-Apr-12
706,Umesh Yadav,4,29,0,0,12,0,PWI,Arun Jaitley Stadium,21-Apr-12
707,Varun Aaron,4,30,2,0,12,12,DEC,Rajiv Gandhi Intl. Cricket Stadium,10-May-12
708,Johan Botha,4,30,1,0,12,24,RCB,M. Chinnaswamy Stadium,15-Apr-12
709,Zaheer Khan,4,31,2,0,12,12,KKR,M. Chinnaswamy Stadium,10-Apr-12
710,Morne Morkel,4,31,0,0,12,0,CSK,Chidambaram,12-May-12
711,Vinay Kumar,4,34,2,0,12,12,MI,Wankhede Stadium,09-May-12
712,Pankaj Singh,4,34,2,0,12,12,CSK,Sawai Mansingh Stadium,10-May-12
713,Ben Hilfenhaus,4,45,1,0,12,24,MI,M. Chinnaswamy Stadium,23-May-12
714,Kieron Pollard,4,15,2,0,11,12,CSK,Chidambaram,04-Apr-12
715,Roelof van der Merwe,4,15,0,0,11,0,CSK,Arun Jaitley Stadium,10-Apr-12
716,Muttiah Muralitharan,4,16,2,0,11,12,PWI,Maharashtra Cricket Association's International Stadium,11-May-12
717,Shakib Al Hasan,4,17,3,0,11,8,RR,Eden Gardens,13-Apr-12
718,Piyush Chawla,4,18,3,0,11,8,KKR,Eden Gardens,15-Apr-12
719,Shakib Al Hasan,4,18,2,0,11,12,PWI,Maharashtra Cricket Association's International Stadium,19-May-12
720,Pawan Negi,4,18,1,0,11,24,KKR,Maharashtra Cricket Association's International Stadium,22-May-12
721,Piyush Chawla,4,19,2,0,11,12,KKR,IS Bindra Stadium,18-Apr-12
722,Pragyan Ojha,4,19,1,0,11,24,DC,Wankhede Stadium,16-Apr-12
723,Ankit Sharma,4,19,1,0,11,24,KKR,Barabati Stadium,22-Apr-12
724,Kevon Cooper,4,19,0,0,11,0,DC,Arun Jaitley Stadium,29-Apr-12
725,Jacques Kallis,4,20,2,0,11,12,DC,Arun Jaitley Stadium,07-May-12
726,Piyush Chawla,4,20,2,0,11,12,CSK,Chidambaram,28-Apr-12
727,Irfan Pathan,4,20,1,0,11,24,KKR,Maharashtra Cricket Association's International Stadium,22-May-12
728,Zaheer Khan,4,21,2,0,11,12,PWI,Maharashtra Cricket Association's International Stadium,11-May-12
729,Vinay Kumar,4,22,3,0,11,8,DEC,Rajiv Gandhi Intl. Cricket Stadium,20-May-12
730,Murali Kartik,4,22,1,0,11,24,KKR,Eden Gardens,05-May-12
731,Manpreet Gony,4,22,0,0,11,0,DC,Rajiv Gandhi Intl. Cricket Stadium,10-May-12
732,Shane Watson,3,17,0,0,11,0,MI,Sawai Mansingh Stadium,20-May-12
733,Parvinder Awana,4,23,2,0,11,12,MI,Wankhede Stadium,22-Apr-12
734,Sunil Narine,4,24,2,0,11,12,DC,Maharashtra Cricket Association's International Stadium,22-May-12
735,Sunil Narine,4,24,2,0,11,12,PBKS,IS Bindra Stadium,18-Apr-12
736,Albie Morkel,4,24,1,0,11,24,KKR,Chidambaram,30-Apr-12
737,Ryan Harris,4,24,1,0,11,24,CSK,HPCA Stadium,17-May-12
738,Lasith Malinga,4,25,3,0,11,8,CSK,Wankhede Stadium,06-May-12
739,Pankaj Singh,4,25,2,0,11,12,DC,Arun Jaitley Stadium,29-Apr-12
740,Shadab Jakati,4,25,1,0,11,24,MI,M. Chinnaswamy Stadium,23-May-12
741,Harshal Patel,4,25,1,0,11,24,MI,M. Chinnaswamy Stadium,14-May-12
742,Wayne Parnell,4,25,1,1,11,24,DEC,Barabati Stadium,01-May-12
743,Varun Aaron,4,25,0,0,11,0,PBKS,HPCA Stadium,19-May-12
744,Morne Morkel,4,26,1,0,11,24,RR,Arun Jaitley Stadium,29-Apr-12
745,Harbhajan Singh,3,20,0,1,11,0,CSK,M. Chinnaswamy Stadium,23-May-12
746,Lasith Malinga,4,27,3,0,11,8,DEC,ACA-VDCA Stadium,09-Apr-12
747,RP Singh,4,27,1,0,11,24,PBKS,IS Bindra Stadium,25-Apr-12
748,Manpreet Gony,4,27,1,0,11,24,PWI,Maharashtra Cricket Association's International Stadium,26-Apr-12
749,Veer Pratap Singh,4,28,1,0,11,24,MI,Wankhede Stadium,29-Apr-12
750,Amit Mishra,4,8,2,0,18,12,RR,Rajiv Gandhi Intl. Cricket Stadium,17-May-13
751,Praveen Kumar,4,10,2,1,17,12,RR,Sawai Mansingh Stadium,14-Apr-13
752,Sunil Narine,4,11,0,1,17,0,SRH,Rajiv Gandhi Intl. Cricket Stadium,19-May-13
753,Ryan Harris,4,12,1,0,17,24,PWI,Maharashtra Cricket Association's International Stadium,07-Apr-13
754,RP Singh,4,13,3,0,17,8,RR,M. Chinnaswamy Stadium,20-Apr-13
755,Mitchell Johnson,4,8,2,0,16,12,PWI,Maharashtra Cricket Association's International Stadium,11-May-13
756,Karn Sharma,4,8,0,1,16,0,CSK,Chidambaram,25-Apr-13
757,Dale Steyn,4,15,1,1,16,24,RR,Sawai Mansingh Stadium,27-Apr-13
758,Bhuvneshwar Kumar,4,18,3,0,16,8,SRH,Maharashtra Cricket Association's International Stadium,17-Apr-13
759,Sachithra Senanayake,4,18,1,0,16,24,CSK,Eden Gardens,20-Apr-13
760,Mohit Sharma,4,20,0,0,16,0,MI,Wankhede Stadium,05-May-13
761,Dale Steyn,4,11,2,1,15,12,DC,Arun Jaitley Stadium,12-Apr-13
762,Bhuvneshwar Kumar,4,12,2,1,15,12,CSK,Chidambaram,15-Apr-13
763,Sunil Narine,4,12,2,0,15,12,PWI,Maharashtra Cricket Association's International Stadium,09-May-13
764,Ishant Sharma,4,15,2,1,15,12,MI,Rajiv Gandhi Intl. Cricket Stadium,01-May-13
765,Irfan Pathan,4,16,1,0,15,24,KKR,Shaheed Veer Narayan Singh International Cricket Stadium,01-May-13
766,Amit Mishra,4,16,1,1,15,24,RR,Arun Jaitley Stadium,22-May-13
767,Murali Kartik,4,17,1,0,15,24,KKR,JSCA Stadium,12-May-13
768,Manpreet Gony,4,18,1,0,15,24,KKR,IS Bindra Stadium,16-Apr-13
769,Dhawal Kulkarni,4,19,3,0,15,8,RCB,Wankhede Stadium,27-Apr-13
770,Piyush Chawla,4,20,2,0,15,12,MI,HPCA Stadium,18-May-13
771,Ravi Rampaul,3.4,19,2,1,15,11,RR,M. Chinnaswamy Stadium,20-Apr-13
772,Harbhajan Singh,4,21,1,0,15,24,RCB,M. Chinnaswamy Stadium,04-Apr-13
773,Mohit Sharma,4,22,2,0,15,12,DC,Chidambaram,14-May-13
774,Mitchell Johnson,4,22,1,0,15,24,CSK,Chidambaram,06-Apr-13
775,Dale Steyn,4,23,1,0,15,24,RR,Arun Jaitley Stadium,22-May-13
776,Bhuvneshwar Kumar,4,23,0,0,15,0,RCB,M. Chinnaswamy Stadium,23-Apr-13
777,Dale Steyn,3.5,11,3,0,14,7.66,PWI,Rajiv Gandhi Intl. Cricket Stadium,05-Apr-13
778,Sunil Narine,4,13,4,0,14,6,DC,Eden Gardens,03-Apr-13
779,Mitchell Johnson,4,13,2,0,14,12,KKR,Wankhede Stadium,07-May-13
780,Dale Steyn,4,14,1,0,14,24,PBKS,Rajiv Gandhi Intl. Cricket Stadium,19-Apr-13
781,Sunil Narine,4,14,0,0,14,0,DC,Shaheed Veer Narayan Singh International Cricket Stadium,01-May-13
782,Parvinder Awana,4,16,1,0,14,24,PWI,Maharashtra Cricket Association's International Stadium,07-Apr-13
783,Siddharth Trivedi,4,17,1,1,14,24,MI,Sawai Mansingh Stadium,17-Apr-13
784,Dirk Nannes,3.5,17,2,0,14,11.5,PBKS,IS Bindra Stadium,10-Apr-13
785,Shanthakumaran Sreesanth,4,18,1,0,14,24,DC,Arun Jaitley Stadium,06-Apr-13
786,Jason Holder,4,20,2,0,14,12,RR,Sawai Mansingh Stadium,12-May-13
787,Brett Lee,4,20,1,0,14,24,RR,Sawai Mansingh Stadium,08-Apr-13
788,RP Singh,4,20,1,0,14,24,PWI,M. Chinnaswamy Stadium,23-Apr-13
789,Ravichandran Ashwin,4,21,2,1,14,12,KKR,Eden Gardens,20-Apr-13
790,Dale Steyn,4,21,2,0,14,12,DC,Rajiv Gandhi Intl. Cricket Stadium,04-May-13
791,Ravi Rampaul,4,21,2,0,14,12,PWI,M. Chinnaswamy Stadium,23-Apr-13
792,Mohit Sharma,4,21,1,0,14,24,RR,Sawai Mansingh Stadium,12-May-13
793,Ravichandran Ashwin,4,21,1,0,14,24,MI,Chidambaram,06-Apr-13
794,Morne Morkel,4,22,1,0,14,24,KKR,Shaheed Veer Narayan Singh International Cricket Stadium,01-May-13
795,Sandeep Sharma,4,23,3,1,14,8,DC,HPCA Stadium,16-May-13
796,Mitchell Johnson,4,23,2,0,14,12,RR,Wankhede Stadium,15-May-13
797,Ravindra Jadeja,4,26,1,0,14,24,PWI,Maharashtra Cricket Association's International Stadium,30-Apr-13
798,Jacques Kallis,4,30,0,1,14,0,RCB,M. Chinnaswamy Stadium,11-Apr-13
799,Ashok Dinda,4,31,3,0,14,8,DC,Shaheed Veer Narayan Singh International Cricket Stadium,28-Apr-13
800,Lakshmipathy Balaji,3,7,0,1,13,0,MI,Wankhede Stadium,07-May-13
801,Jacques Kallis,4,13,3,0,13,8,SRH,Eden Gardens,14-Apr-13
802,Harbhajan Singh,4,13,1,0,13,24,CSK,Wankhede Stadium,05-May-13
803,Thisara Perera,3.1,11,2,0,13,9.5,DC,Rajiv Gandhi Intl. Cricket Stadium,04-May-13
804,Ishant Sharma,3,11,1,1,13,18,DC,Rajiv Gandhi Intl. Cricket Stadium,04-May-13
805,Amit Mishra,4,15,1,0,13,24,RCB,Rajiv Gandhi Intl. Cricket Stadium,07-Apr-13
806,James Faulkner,4,16,0,0,13,0,KKR,Eden Gardens,03-May-13
807,Dale Steyn,4,16,0,0,13,0,RCB,M. Chinnaswamy Stadium,09-Apr-13
808,James Faulkner,4,17,2,0,13,12,PWI,Maharashtra Cricket Association's International Stadium,11-Apr-13
809,Ravi Rampaul,4,17,1,1,13,24,KKR,JSCA Stadium,12-May-13
810,Roelof van der Merwe,4,17,1,1,13,24,PBKS,Arun Jaitley Stadium,23-Apr-13
811,Sunil Narine,4,17,0,0,13,0,RCB,M. Chinnaswamy Stadium,11-Apr-13
812,Dale Steyn,4,17,0,1,13,0,CSK,Rajiv Gandhi Intl. Cricket Stadium,08-May-13
813,Ajit Chandila,3,13,2,0,13,9,SRH,Sawai Mansingh Stadium,27-Apr-13
814,Vinay Kumar,4,18,3,0,13,8,RR,M. Chinnaswamy Stadium,20-Apr-13
815,Mitchell Johnson,4,19,2,0,13,12,CSK,Eden Gardens,26-May-13
816,Praveen Kumar,4,19,1,0,13,24,DC,HPCA Stadium,16-May-13
817,James Faulkner,4,20,5,0,13,4.8,SRH,Sawai Mansingh Stadium,27-Apr-13
818,Thisara Perera,4,20,3,0,13,8,PWI,Maharashtra Cricket Association's International Stadium,17-Apr-13
819,Shanthakumaran Sreesanth,4,20,2,1,13,12,PBKS,Sawai Mansingh Stadium,14-Apr-13
820,Dale Steyn,4,20,2,0,13,12,PBKS,IS Bindra Stadium,11-May-13
821,Ashok Dinda,4,21,2,0,13,12,DC,Maharashtra Cricket Association's International Stadium,19-May-13
822,Lasith Malinga,4,22,2,0,13,12,CSK,Eden Gardens,26-May-13
823,Ishant Sharma,4,22,1,0,13,24,PWI,Maharashtra Cricket Association's International Stadium,17-Apr-13
824,Anand Rajan,4,22,1,0,13,24,KKR,Rajiv Gandhi Intl. Cricket Stadium,19-May-13
825,Ishant Sharma,4,22,0,0,13,0,PWI,Rajiv Gandhi Intl. Cricket Stadium,05-Apr-13
826,Umesh Yadav,4,24,2,0,13,12,PWI,Shaheed Veer Narayan Singh International Cricket Stadium,28-Apr-13
827,Dale Steyn,4,24,2,0,13,12,KKR,Rajiv Gandhi Intl. Cricket Stadium,19-May-13
828,Jaydev Unadkat,4,25,5,0,13,4.8,DC,Arun Jaitley Stadium,10-May-13
829,Shanthakumaran Sreesanth,4,25,1,0,13,24,KKR,Sawai Mansingh Stadium,08-Apr-13
830,Mitchell Johnson,4,26,2,0,13,12,KKR,Eden Gardens,24-Apr-13
831,Mohit Sharma,4,26,1,0,13,24,MI,Eden Gardens,26-May-13
832,Praveen Kumar,4,28,0,0,13,0,KKR,Eden Gardens,26-Apr-13
833,Ryan Harris,4,30,0,0,13,0,RR,Sawai Mansingh Stadium,14-Apr-13
834,Bhuvneshwar Kumar,4,30,0,0,13,0,DC,Shaheed Veer Narayan Singh International Cricket Stadium,28-Apr-13
835,Dirk Nannes,4,31,1,0,13,24,RCB,Chidambaram,13-Apr-13
836,Ishant Sharma,3.4,30,1,0,13,22,RCB,M. Chinnaswamy Stadium,09-Apr-13
837,Wayne Parnell,4,34,2,0,13,12,KKR,JSCA Stadium,15-May-13
838,Azhar Mahmood,4,35,3,0,13,8,KKR,Eden Gardens,26-Apr-13
839,Lasith Malinga,3,6,2,0,12,9,CSK,Wankhede Stadium,05-May-13
840,Ankeet Chavan,3,10,0,0,12,0,MI,Sawai Mansingh Stadium,17-Apr-13
841,Ali Murtaza,4,15,3,0,12,8,DC,Maharashtra Cricket Association's International Stadium,19-May-13
842,Ajantha Mendis,4,15,1,0,12,24,MI,Maharashtra Cricket Association's International Stadium,11-May-13
843,James Faulkner,4,16,5,1,12,4.8,SRH,Rajiv Gandhi Intl. Cricket Stadium,17-May-13
844,Dale Steyn,4,17,2,0,12,12,RR,Rajiv Gandhi Intl. Cricket Stadium,17-May-13
845,Mohit Sharma,3,13,0,0,12,0,KKR,Eden Gardens,20-Apr-13
846,Vikramjeet Malik,3,14,2,0,12,9,SRH,Arun Jaitley Stadium,22-May-13
847,Ajit Chandila,3,14,0,0,12,0,PBKS,Sawai Mansingh Stadium,14-Apr-13
848,Lasith Malinga,4,20,1,0,12,24,DC,Wankhede Stadium,09-Apr-13
849,Sandeep Sharma,4,21,3,0,12,8,SRH,IS Bindra Stadium,11-May-13
850,Rahul Sharma,4,21,2,0,12,12,SRH,Maharashtra Cricket Association's International Stadium,17-Apr-13
851,Dhawal Kulkarni,4,21,2,0,12,12,RR,Wankhede Stadium,15-May-13
852,Siddharth Trivedi,4,21,1,0,12,24,DC,Sawai Mansingh Stadium,07-May-13
853,Thisara Perera,4,21,1,0,12,24,RCB,Rajiv Gandhi Intl. Cricket Stadium,07-Apr-13
854,Vinay Kumar,4,21,1,0,12,24,DC,M. Chinnaswamy Stadium,16-Apr-13
855,Morne Morkel,4,22,1,0,12,24,PBKS,HPCA Stadium,16-May-13
856,Ishant Sharma,4,22,0,0,12,0,RR,Rajiv Gandhi Intl. Cricket Stadium,17-May-13
857,Siddharth Trivedi,4,23,3,0,12,8,KKR,Sawai Mansingh Stadium,08-Apr-13
858,Shane Watson,4,23,0,0,12,0,CSK,Sawai Mansingh Stadium,12-May-13
859,Jaydev Unadkat,4,24,2,0,12,12,DC,M. Chinnaswamy Stadium,16-Apr-13
860,Mitchell Johnson,4,27,0,0,12,0,RCB,Wankhede Stadium,27-Apr-13
861,Ravi Rampaul,4,28,2,1,12,12,RR,Sawai Mansingh Stadium,29-Apr-13
862,Mohit Sharma,4,28,2,0,12,12,SRH,Rajiv Gandhi Intl. Cricket Stadium,08-May-13
863,Parvinder Awana,4,28,1,0,12,24,DC,HPCA Stadium,16-May-13
864,Munaf Patel,4,29,3,0,12,8,CSK,Chidambaram,06-Apr-13
865,Ravindra Jadeja,4,29,3,0,12,8,MI,Wankhede Stadium,05-May-13
866,Irfan Pathan,4,29,2,1,12,12,PWI,Shaheed Veer Narayan Singh International Cricket Stadium,28-Apr-13
867,Shane Watson,4,29,0,0,12,0,PWI,Sawai Mansingh Stadium,05-May-13
868,Kane Richardson,3.5,28,1,0,12,23,MI,Maharashtra Cricket Association's International Stadium,11-May-13
869,Ravi Rampaul,4,31,3,0,12,8,CSK,Chidambaram,13-Apr-13
870,Ashish Nehra,4,31,1,0,12,24,RCB,M. Chinnaswamy Stadium,16-Apr-13
871,Mitchell Johnson,4,33,3,0,12,8,PWI,Wankhede Stadium,13-Apr-13
872,Sunil Narine,4,33,3,0,12,8,PBKS,IS Bindra Stadium,16-Apr-13
873,Mohit Sharma,4,33,2,0,12,12,SRH,Chidambaram,25-Apr-13
874,Harmeet Singh,4,34,1,0,12,24,PWI,Maharashtra Cricket Association's International Stadium,11-Apr-13
875,Mohit Sharma,3.4,32,2,0,12,11,MI,Arun Jaitley Stadium,21-May-13
876,Ashish Nehra,4,38,2,0,12,12,PBKS,HPCA Stadium,16-May-13
877,Parvinder Awana,4,38,1,0,12,24,PWI,IS Bindra Stadium,21-Apr-13
878,Parvinder Awana,4,39,3,0,12,8,RCB,M. Chinnaswamy Stadium,14-May-13
879,Mohit Sharma,3,10,3,0,11,6,DC,Arun Jaitley Stadium,18-Apr-13
880,Jacques Kallis,4,14,2,0,11,12,PBKS,Eden Gardens,26-Apr-13
881,Kevon Cooper,4,15,3,0,11,8,KKR,Sawai Mansingh Stadium,08-Apr-13
882,Albie Morkel,3,12,2,0,11,9,MI,Eden Gardens,26-May-13
883,Amit Mishra,4,16,1,0,11,24,DC,Rajiv Gandhi Intl. Cricket Stadium,04-May-13
884,Praveen Kumar,3,12,1,1,11,18,SRH,Rajiv Gandhi Intl. Cricket Stadium,19-Apr-13
885,Sunil Narine,4,17,3,0,11,8,MI,Eden Gardens,24-Apr-13
886,Shahbaz Nadeem,4,17,2,0,11,12,SRH,Arun Jaitley Stadium,12-Apr-13
887,Bhuvneshwar Kumar,4,17,1,0,11,24,SRH,Rajiv Gandhi Intl. Cricket Stadium,05-Apr-13
888,Albie Morkel,3,13,1,0,11,18,DC,Arun Jaitley Stadium,18-Apr-13
889,Ravichandran Ashwin,4,18,2,0,11,12,DC,Arun Jaitley Stadium,18-Apr-13
890,Harbhajan Singh,3,14,2,0,11,9,CSK,Eden Gardens,26-May-13
891,Chris Morris,3,14,0,0,11,0,MI,Wankhede Stadium,05-May-13
892,Piyush Chawla,4,19,1,0,11,24,PWI,Maharashtra Cricket Association's International Stadium,07-Apr-13
893,James Faulkner,3.2,16,3,1,11,6.66,MI,Sawai Mansingh Stadium,17-Apr-13
894,Mitchell Johnson,3,15,1,0,11,18,RCB,M. Chinnaswamy Stadium,04-Apr-13
895,Anand Rajan,4,20,1,0,11,24,DC,Arun Jaitley Stadium,12-Apr-13
896,Vinay Kumar,3.2,17,2,0,11,10,KKR,JSCA Stadium,12-May-13
897,Azhar Mahmood,4,21,3,0,11,8,KKR,IS Bindra Stadium,16-Apr-13
898,Mohit Sharma,4,21,3,0,11,8,PWI,Maharashtra Cricket Association's International Stadium,30-Apr-13
899,Yuvraj Singh,4,21,1,0,11,24,MI,Maharashtra Cricket Association's International Stadium,11-May-13
900,Bhuvneshwar Kumar,4,16,2,0,18,12,RCB,M. Chinnaswamy Stadium,04-May-14
901,Harbhajan Singh,4,13,2,0,17,12,RR,Narendra Modi Stadium,19-May-14
902,Bhuvneshwar Kumar,4,14,4,0,17,6,RR,Narendra Modi Stadium,08-May-14
903,Ravichandran Ashwin,4,16,2,1,17,12,RCB,JSCA Stadium,18-May-14
904,Wayne Parnell,4,17,1,0,17,24,MI,Sharjah Cricket Stadium,27-Apr-14
905,Mitchell Starc,4,15,0,0,16,0,PBKS,Dubai International Stadium,28-Apr-14
906,Morne Morkel,4,16,1,0,16,24,MI,Zayed Cricket Stadium,16-Apr-14
907,Bhuvneshwar Kumar,4,17,2,0,16,12,MI,Dubai International Stadium,30-Apr-14
908,Morne Morkel,4,20,2,0,16,12,PBKS,Barabati Stadium,11-May-14
909,Praveen Kumar,4,20,1,0,16,24,PBKS,IS Bindra Stadium,21-May-14
