,Player,Runs,BF,SR,4s,6s,Against,Venue,Match Date
318,Gautam Gambhir,72,54,133.33,9,1,PBKS,IS Bindra Stadium,13-Mar-10
319,Sachin Tendulkar,55,43,127.9,9,0,DEC,DY Patil Stadium,28-Mar-10
320,Harbhajan Singh,49,18,272.22,8,2,DEC,DY Patil Stadium,28-Mar-10
321,Murali Vijay,127,56,226.78,8,11,RR,Chidambaram,03-Apr-10
322,Virender Sehwag,75,34,220.58,8,5,RR,Narendra Modi Stadium,15-Mar-10
323,Naman Ojha,94,55,170.9,8,6,CSK,Chidambaram,03-Apr-10
324,Kumar Sangakkara,45,27,166.66,8,0,RCB,IS Bindra Stadium,02-Apr-10
325,Rohit Sharma,73,44,165.9,8,2,RR,Vidarbha Cricket Association Stadium,05-Apr-10
326,Jacques Kallis,89,55,161.81,8,5,PBKS,M. Chinnaswamy Stadium,16-Mar-10
327,Manoj Tiwary,75,47,159.57,8,2,PBKS,IS Bindra Stadium,27-Mar-10
328,Shaun Marsh,88,57,154.38,8,5,CSK,HPCA Stadium,18-Apr-10
329,Rahul Dravid,49,35,140,8,0,DEC,Vidarbha Cricket Association Stadium,12-Apr-10
330,Sachin Tendulkar,72,52,138.46,8,1,CSK,Brabourne Stadium,25-Mar-10
331,Sourav Ganguly,56,46,121.73,8,1,DC,Eden Gardens,07-Apr-10
332,Brendon McCullum,57,56,101.78,8,0,MI,Eden Gardens,19-Apr-10
333,Ambati Rayudu,33,18,183.33,7,0,PBKS,IS Bindra Stadium,09-Apr-10
334,Mahela Jayawardena,31,18,172.22,7,0,MI,IS Bindra Stadium,09-Apr-10
335,Shane Watson,44,26,169.23,7,1,KKR,Eden Gardens,17-Apr-10
336,Suresh Raina,83,52,159.61,7,3,MI,Brabourne Stadium,25-Mar-10
337,Kevin Pietersen,66,44,150,7,1,PBKS,IS Bindra Stadium,02-Apr-10
338,Subramaniam Badrinath,53,36,147.22,7,2,PBKS,HPCA Stadium,18-Apr-10
339,Manvinder Bisla,75,51,147.05,7,4,RCB,M. Chinnaswamy Stadium,16-Mar-10
340,Michael Lumb,45,32,140.62,7,0,DEC,Narendra Modi Stadium,26-Mar-10
341,Manish Pandey,42,30,140,7,1,RR,M. Chinnaswamy Stadium,18-Mar-10
342,Michael Lumb,41,30,136.66,7,0,PBKS,IS Bindra Stadium,24-Mar-10
343,Jacques Kallis,44,34,129.41,7,0,RR,M. Chinnaswamy Stadium,18-Mar-10
344,Jacques Kallis,65,52,125,7,1,KKR,Eden Gardens,14-Mar-10
345,Chris Gayle,75,60,125,7,2,MI,Brabourne Stadium,22-Mar-10
346,Ravi Bopara,56,48,116.66,7,1,DC,IS Bindra Stadium,13-Mar-10
347,Brad Hodge,50,45,111.11,7,0,RCB,Eden Gardens,14-Mar-10
348,Rohit Sharma,51,46,110.86,7,0,RCB,Vidarbha Cricket Association Stadium,12-Apr-10
349,Sachin Tendulkar,48,45,106.66,7,0,CSK,DY Patil Stadium,25-Apr-10
350,Jacques Kallis,52,49,106.12,7,0,CSK,Chidambaram,31-Mar-10
351,Chris Gayle,34,15,226.66,6,1,RCB,M. Chinnaswamy Stadium,10-Apr-10
352,Kumar Sangakkara,29,13,223.07,6,0,RR,IS Bindra Stadium,24-Mar-10
353,Chris Gayle,88,42,209.52,6,8,PBKS,Eden Gardens,04-Apr-10
354,MS Dhoni,66,33,200,6,3,KKR,Eden Gardens,16-Mar-10
355,Ambati Rayudu,55,29,189.65,6,2,DEC,Brabourne Stadium,03-Apr-10
356,Dinesh Karthik,69,38,181.57,6,4,RR,Arun Jaitley Stadium,31-Mar-10
357,Mohnish Mishra,29,16,181.25,6,0,KKR,Eden Gardens,01-Apr-10
358,Rohit Sharma,68,38,178.94,6,3,PBKS,HPCA Stadium,16-Apr-10
359,Manoj Tiwary,50,29,172.41,6,2,RCB,Eden Gardens,14-Mar-10
360,Ambati Rayudu,55,33,166.66,6,2,RR,Brabourne Stadium,13-Mar-10
361,Naman Ojha,80,49,163.26,6,5,CSK,Narendra Modi Stadium,28-Mar-10
362,Gautam Gambhir,47,29,162.06,6,1,KKR,Eden Gardens,07-Apr-10
363,Virender Sehwag,64,40,160,6,3,KKR,Eden Gardens,07-Apr-10
364,Michael Lumb,37,26,142.3,6,1,CSK,Chidambaram,03-Apr-10
365,Tirumalasetti Suman,78,57,136.84,6,3,RCB,M. Chinnaswamy Stadium,08-Apr-10
366,Faiz Fazal,31,23,134.78,6,0,KKR,Narendra Modi Stadium,20-Mar-10
367,Mahela Jayawardena,44,33,133.33,6,1,RR,Sawai Mansingh Stadium,07-Apr-10
368,Kumar Sangakkara,56,42,133.33,6,1,MI,IS Bindra Stadium,09-Apr-10
369,Sachin Tendulkar,45,35,128.57,6,0,CSK,Chidambaram,06-Apr-10
370,Sourav Ganguly,50,40,125,6,1,PBKS,IS Bindra Stadium,27-Mar-10
371,Shikhar Dhawan,50,40,125,6,0,PBKS,Brabourne Stadium,30-Mar-10
372,Subramaniam Badrinath,55,45,122.22,6,0,MI,Brabourne Stadium,25-Mar-10
373,Shaun Marsh,57,47,121.27,6,1,MI,Brabourne Stadium,30-Mar-10
374,Shane Watson,60,25,240,5,5,CSK,Chidambaram,03-Apr-10
375,Andrew Symonds,53,24,220.83,5,3,RCB,M. Chinnaswamy Stadium,08-Apr-10
376,Gautam Gambhir,26,12,216.66,5,0,PBKS,Arun Jaitley Stadium,11-Apr-10
377,David Warner,31,15,206.66,5,1,MI,Brabourne Stadium,13-Apr-10
378,Chris Gayle,40,21,190.47,5,2,DC,Eden Gardens,07-Apr-10
379,Adam Voges,45,24,187.5,5,1,PBKS,IS Bindra Stadium,24-Mar-10
380,MS Dhoni,54,29,186.2,5,2,PBKS,HPCA Stadium,18-Apr-10
381,Subramaniam Badrinath,31,17,182.35,5,1,RCB,M. Chinnaswamy Stadium,23-Mar-10
382,Kedar Jadhav,50,29,172.41,5,2,RCB,M. Chinnaswamy Stadium,25-Mar-10
383,Suresh Raina,46,27,170.37,5,3,PBKS,HPCA Stadium,18-Apr-10
384,Wriddhiman Saha,22,13,169.23,5,0,CSK,Eden Gardens,16-Mar-10
385,Shikhar Dhawan,56,34,164.7,5,3,CSK,Brabourne Stadium,25-Mar-10
386,Matthew Hayden,34,21,161.9,5,1,RR,Chidambaram,03-Apr-10
387,Virender Sehwag,35,22,159.09,5,2,RCB,Arun Jaitley Stadium,04-Apr-10
388,Naman Ojha,27,18,150,5,0,KKR,Narendra Modi Stadium,20-Mar-10
389,Rahul Dravid,52,35,148.57,5,2,KKR,M. Chinnaswamy Stadium,10-Apr-10
390,Mithun Manhas,32,22,145.45,5,0,CSK,Arun Jaitley Stadium,19-Mar-10
391,Angelo Mathews,65,46,141.3,5,4,DEC,DY Patil Stadium,12-Mar-10
392,Sachin Tendulkar,35,25,140,5,0,DEC,Brabourne Stadium,03-Apr-10
393,Kumar Sangakkara,33,24,137.5,5,0,CSK,HPCA Stadium,18-Apr-10
394,Jacques Kallis,54,42,128.57,5,1,DC,Arun Jaitley Stadium,04-Apr-10
395,Murali Vijay,33,26,126.92,5,0,KKR,Eden Gardens,16-Mar-10
396,Brendon McCullum,45,36,125,5,2,RCB,M. Chinnaswamy Stadium,10-Apr-10
397,Abhishek Jhunjhunwala,45,36,125,5,0,KKR,Narendra Modi Stadium,20-Mar-10
398,Herschelle Gibbs,45,36,125,5,1,CSK,Chidambaram,14-Mar-10
399,Irfan Pathan,39,32,121.87,5,1,CSK,Chidambaram,21-Mar-10
400,Andrew Symonds,45,37,121.62,5,0,KKR,Eden Gardens,01-Apr-10
401,Ravi Bopara,38,32,118.75,5,0,DEC,Barabati Stadium,19-Mar-10
402,Faiz Fazal,45,38,118.42,5,1,PBKS,IS Bindra Stadium,24-Mar-10
403,Cheteshwar Pujara,45,38,118.42,5,1,RR,Eden Gardens,17-Apr-10
404,Abhishek Jhunjhunwala,53,45,117.77,5,1,DC,Narendra Modi Stadium,15-Mar-10
405,Rahul Dravid,35,30,116.66,5,0,DEC,DY Patil Stadium,24-Apr-10
406,Sourav Ganguly,36,31,116.12,5,1,PBKS,Eden Gardens,04-Apr-10
407,Matthew Hayden,32,28,114.28,5,0,RCB,M. Chinnaswamy Stadium,23-Mar-10
408,Herschelle Gibbs,50,45,111.11,5,1,KKR,Eden Gardens,01-Apr-10
409,Gautam Gambhir,57,56,101.78,5,0,CSK,Chidambaram,15-Apr-10
410,Sourav Ganguly,31,34,91.17,5,0,MI,Brabourne Stadium,22-Mar-10
411,Adam Gilchrist,33,12,275,4,2,PBKS,Barabati Stadium,19-Mar-10
412,Robin Uthappa,51,21,242.85,4,4,PBKS,M. Chinnaswamy Stadium,16-Mar-10
413,Robin Uthappa,50,22,227.27,4,4,KKR,M. Chinnaswamy Stadium,10-Apr-10
414,Adam Gilchrist,38,17,223.52,4,3,CSK,Chidambaram,14-Mar-10
415,Murali Vijay,78,39,200,4,6,RCB,Chidambaram,31-Mar-10
416,Manvinder Bisla,35,18,194.44,4,2,RR,IS Bindra Stadium,24-Mar-10
417,Naman Ojha,27,14,192.85,4,1,DC,Arun Jaitley Stadium,31-Mar-10
418,David Warner,57,33,172.72,4,4,DEC,Barabati Stadium,21-Mar-10
419,MS Dhoni,31,18,172.22,4,0,MI,Chidambaram,06-Apr-10
420,Naman Ojha,24,14,171.42,4,1,DC,Narendra Modi Stadium,15-Mar-10
421,Adam Gilchrist,24,14,171.42,4,1,DC,Barabati Stadium,21-Mar-10
422,Dinesh Karthik,46,27,170.37,4,2,DEC,Barabati Stadium,21-Mar-10
423,Matthew Hayden,20,12,166.66,4,0,MI,Brabourne Stadium,25-Mar-10
424,Virat Kohli,58,35,165.71,4,4,DEC,M. Chinnaswamy Stadium,08-Apr-10
425,Virat Kohli,38,23,165.21,4,1,DC,M. Chinnaswamy Stadium,25-Mar-10
426,Saurabh Tiwary,61,37,164.86,4,3,DC,Arun Jaitley Stadium,17-Mar-10
427,Irfan Pathan,44,27,162.96,4,1,CSK,HPCA Stadium,18-Apr-10
428,Virender Sehwag,26,16,162.5,4,0,MI,Arun Jaitley Stadium,17-Mar-10
429,Virat Kohli,42,26,161.53,4,1,PBKS,IS Bindra Stadium,02-Apr-10
430,Saurabh Tiwary,53,33,160.6,4,2,RR,Brabourne Stadium,13-Mar-10
431,Virat Kohli,37,24,154.16,4,1,MI,M. Chinnaswamy Stadium,17-Apr-10
432,Yuvraj Singh,43,28,153.57,4,2,CSK,Chidambaram,21-Mar-10
433,Murali Vijay,42,28,150,4,2,RR,Narendra Modi Stadium,28-Mar-10
434,Manvinder Bisla,20,14,142.85,4,0,RR,Sawai Mansingh Stadium,07-Apr-10
435,Matthew Hayden,33,24,137.5,4,2,PBKS,Chidambaram,21-Mar-10
436,Subramaniam Badrinath,30,22,136.36,4,0,MI,Chidambaram,06-Apr-10
437,Manish Pandey,39,29,134.48,4,1,DC,M. Chinnaswamy Stadium,25-Mar-10
438,Murali Vijay,50,40,125,4,2,KKR,Chidambaram,13-Apr-10
439,Tirumalasetti Suman,55,44,125,4,2,CSK,Vidarbha Cricket Association Stadium,10-Apr-10
440,Saurabh Tiwary,46,37,124.32,4,1,KKR,Eden Gardens,19-Apr-10
441,Faiz Fazal,36,29,124.13,4,0,DEC,Vidarbha Cricket Association Stadium,05-Apr-10
442,Suresh Raina,52,42,123.8,4,2,DEC,Vidarbha Cricket Association Stadium,10-Apr-10
443,Adrian Barath,33,27,122.22,4,1,MI,IS Bindra Stadium,09-Apr-10
444,Naman Ojha,44,37,118.91,4,1,PBKS,Sawai Mansingh Stadium,07-Apr-10
445,Graeme Smith,26,22,118.18,4,0,MI,Brabourne Stadium,13-Mar-10
446,Sourav Ganguly,42,36,116.66,4,2,MI,Eden Gardens,19-Apr-10
447,Cheteshwar Pujara,29,25,116,4,0,RR,Narendra Modi Stadium,20-Mar-10
448,Sachin Tendulkar,25,22,113.63,4,0,RCB,Brabourne Stadium,20-Mar-10
449,Jacques Kallis,19,17,111.76,4,0,CSK,M. Chinnaswamy Stadium,23-Mar-10
450,Paul Valthaty,120,63,190.47,19,2,CSK,IS Bindra Stadium,13-Apr-11
451,Shikhar Dhawan,95,57,166.66,14,1,PBKS,HPCA Stadium,21-May-11
452,Virender Sehwag,119,56,212.5,13,6,DEC,Rajiv Gandhi Intl. Cricket Stadium,05-May-11
453,Sachin Tendulkar,100,66,151.51,12,3,KTK,Wankhede Stadium,15-Apr-11
454,Gautam Gambhir,75,44,170.45,11,1,RR,Sawai Mansingh Stadium,15-Apr-11
455,Michael Hussey,83,56,148.21,11,1,RCB,Chidambaram,16-Apr-11
456,Chris Gayle,107,49,218.36,10,9,PBKS,M. Chinnaswamy Stadium,06-May-11
457,Chris Gayle,102,55,185.45,10,7,KKR,Eden Gardens,22-Apr-11
458,Kumar Sangakkara,65,47,138.29,10,0,KTK,Jawaharlal Nehru Stadium,27-Apr-11
459,Brendon McCullum,81,60,135,10,2,MI,Wankhede Stadium,15-Apr-11
460,Rahul Dravid,66,51,129.41,10,0,CSK,Chidambaram,04-May-11
461,James Hopes,55,44,125,10,0,MI,Wankhede Stadium,07-May-11
462,Shaun Marsh,95,46,206.52,9,6,DC,Arun Jaitley Stadium,23-Apr-11
463,Chris Gayle,89,47,189.36,9,5,MI,Chidambaram,27-May-11
464,Shane Watson,89,47,189.36,9,6,MI,Wankhede Stadium,20-May-11
465,Mahela Jayawardena,56,36,155.55,9,0,MI,Wankhede Stadium,15-Apr-11
466,Ambati Rayudu,63,50,126,9,0,RCB,M. Chinnaswamy Stadium,12-Apr-11
467,Virender Sehwag,77,35,220,8,4,PBKS,Arun Jaitley Stadium,23-Apr-11
468,Adam Gilchrist,106,55,192.72,8,9,RCB,HPCA Stadium,17-May-11
469,Rohit Sharma,87,48,181.25,8,5,CSK,Wankhede Stadium,22-Apr-11
470,Virender Sehwag,80,47,170.21,8,5,KTK,Jawaharlal Nehru Stadium,30-Apr-11
471,Tillakaratne Dilshan,52,31,167.74,8,1,KTK,M. Chinnaswamy Stadium,08-May-11
472,Aiden Blizzard,37,23,160.86,8,0,DC,Wankhede Stadium,07-May-11
473,Paul Valthaty,75,47,159.57,8,5,DEC,Rajiv Gandhi Intl. Cricket Stadium,16-Apr-11
474,Tillakaratne Dilshan,38,24,158.33,8,0,RR,Sawai Mansingh Stadium,11-May-11
475,Michael Hussey,46,30,153.33,8,0,RR,Sawai Mansingh Stadium,09-May-11
476,Sunny Sohal,62,41,151.21,8,1,DC,Arun Jaitley Stadium,19-Apr-11
477,Virat Kohli,56,38,147.36,8,2,DC,Arun Jaitley Stadium,26-Apr-11
478,Mahela Jayawardena,76,52,146.15,8,2,PBKS,Holkar Cricket Stadium,13-May-11
479,Michael Hussey,79,55,143.63,8,1,RR,Chidambaram,04-May-11
480,Johan Botha,67,47,142.55,8,1,DEC,Rajiv Gandhi Intl. Cricket Stadium,09-Apr-11
481,Kumar Sangakkara,49,35,140,8,1,DC,Arun Jaitley Stadium,19-Apr-11
482,Ambati Rayudu,51,37,137.83,8,1,PBKS,Wankhede Stadium,02-May-11
483,Shaun Marsh,61,47,129.78,8,0,MI,Wankhede Stadium,02-May-11
484,Eoin Morgan,66,51,129.41,8,2,KTK,Jawaharlal Nehru Stadium,05-May-11
485,Adam Gilchrist,42,33,127.27,8,1,DC,Arun Jaitley Stadium,23-Apr-11
486,Kumar Sangakkara,44,36,122.22,8,0,DC,Rajiv Gandhi Intl. Cricket Stadium,05-May-11
487,Subramaniam Badrinath,66,56,117.85,8,0,PBKS,IS Bindra Stadium,13-Apr-11
488,Dinesh Karthik,69,33,209.09,7,5,KTK,Holkar Cricket Stadium,13-May-11
489,Aiden Blizzard,51,30,170,7,2,KKR,Wankhede Stadium,25-May-11
490,Robin Uthappa,35,21,166.66,7,0,RR,Sawai Mansingh Stadium,01-May-11
491,Sachin Tendulkar,40,24,166.66,7,0,RCB,Chidambaram,27-May-11
492,Shaun Marsh,79,49,161.22,7,5,RCB,HPCA Stadium,17-May-11
493,David Warner,77,48,160.41,7,4,PBKS,Arun Jaitley Stadium,23-Apr-11
494,Chris Gayle,70,44,159.09,7,4,RR,Sawai Mansingh Stadium,11-May-11
495,Ambati Rayudu,59,39,151.28,7,2,DC,Wankhede Stadium,07-May-11
496,Subramaniam Badrinath,71,48,147.91,7,2,MI,Wankhede Stadium,22-Apr-11
497,Ajinkya Rahane,52,36,144.44,7,0,CSK,Sawai Mansingh Stadium,09-May-11
498,Jacques Kallis,54,42,128.57,7,0,CSK,Chidambaram,08-Apr-11
499,James Hopes,54,43,125.58,7,0,RCB,Arun Jaitley Stadium,26-Apr-11
500,Paul Valthaty,62,50,124,7,3,DC,HPCA Stadium,15-May-11
501,Jacques Kallis,80,65,123.07,7,2,RR,Sawai Mansingh Stadium,15-Apr-11
502,Sachin Tendulkar,55,46,119.56,7,0,RCB,M. Chinnaswamy Stadium,12-Apr-11
503,Jacques Kallis,53,45,117.77,7,1,DEC,Eden Gardens,11-Apr-11
504,Gautam Gambhir,54,46,117.39,7,0,PWI,DY Patil Stadium,19-May-11
505,Chris Gayle,38,12,316.66,6,2,KKR,M. Chinnaswamy Stadium,14-May-11
506,Sunny Sohal,56,30,186.66,6,4,CSK,Chidambaram,01-May-11
507,Eoin Morgan,28,15,186.66,6,0,PBKS,Eden Gardens,30-Apr-11
508,Jesse Ryder,31,17,182.35,6,0,PBKS,DY Patil Stadium,10-Apr-11
509,Murali Vijay,74,43,172.09,6,4,PBKS,IS Bindra Stadium,13-Apr-11
510,Shaun Marsh,71,42,169.04,6,3,RR,IS Bindra Stadium,21-Apr-11
511,Suresh Raina,59,35,168.57,6,2,DEC,Chidambaram,01-May-11
512,David Warner,46,28,164.28,6,2,PWI,DY Patil Stadium,17-Apr-11
513,Virender Sehwag,37,23,160.86,6,0,PWI,DY Patil Stadium,17-Apr-11
514,Suresh Raina,43,27,159.25,6,0,RR,Sawai Mansingh Stadium,09-May-11
515,Murali Vijay,28,18,155.55,6,0,KTK,Jawaharlal Nehru Stadium,18-Apr-11
516,Subramaniam Badrinath,63,44,143.18,6,2,PWI,DY Patil Stadium,27-Apr-11
517,Ryan ten Doeschate,70,49,142.85,6,3,MI,Wankhede Stadium,25-May-11
518,Sachin Tendulkar,38,27,140.74,6,0,KKR,Eden Gardens,22-May-11
519,Adam Gilchrist,51,37,137.83,6,2,DEC,HPCA Stadium,21-May-11
520,Rahul Dravid,43,32,134.37,6,0,MI,Wankhede Stadium,20-May-11
521,Sachin Tendulkar,36,28,128.57,6,0,KKR,Wankhede Stadium,25-May-11
522,Subramaniam Badrinath,55,43,127.9,6,1,DC,Chidambaram,12-May-11
523,Michael Hussey,61,48,127.08,6,1,PWI,Chidambaram,25-Apr-11
524,Gautam Gambhir,48,38,126.31,6,0,RCB,Eden Gardens,22-Apr-11
525,Michael Hussey,41,33,124.24,6,0,MI,Wankhede Stadium,22-Apr-11
526,David Warner,54,44,122.72,6,1,RR,Sawai Mansingh Stadium,12-Apr-11
527,Tillakaratne Dilshan,38,31,122.58,6,0,KKR,Eden Gardens,22-Apr-11
528,Rahul Dravid,38,31,122.58,6,1,DC,Sawai Mansingh Stadium,12-Apr-11
529,Robin Uthappa,45,37,121.62,6,1,MI,Wankhede Stadium,20-Apr-11
530,Bharat Chipli,48,40,120,6,1,KKR,Eden Gardens,11-Apr-11
531,Rahul Dravid,37,31,119.35,6,0,RCB,Sawai Mansingh Stadium,11-May-11
532,Ryan McLaren,51,43,118.6,6,1,PWI,DY Patil Stadium,10-Apr-11
533,Manish Pandey,49,42,116.66,6,2,DEC,Rajiv Gandhi Intl. Cricket Stadium,10-May-11
534,Srikkanth Anirudha,64,55,116.36,6,2,KKR,Chidambaram,08-Apr-11
535,Yuvraj Singh,35,15,233.33,5,2,PBKS,IS Bindra Stadium,08-May-11
536,Jesse Ryder,60,27,222.22,5,5,DC,DY Patil Stadium,17-Apr-11
537,MS Dhoni,63,31,203.22,5,4,DC,Chidambaram,12-May-11
538,James Franklin,45,23,195.65,5,1,KKR,Eden Gardens,22-May-11
539,Brendon McCullum,37,19,194.73,5,2,DC,Arun Jaitley Stadium,02-May-11
540,Brad Hodge,33,17,194.11,5,2,RR,Holkar Cricket Stadium,15-May-11
541,Travis Birt,27,15,180,5,0,KTK,Arun Jaitley Stadium,02-May-11
542,Jesse Ryder,35,20,175,5,2,DEC,Rajiv Gandhi Intl. Cricket Stadium,10-May-11
543,Bharat Chipli,61,35,174.28,5,3,RCB,Rajiv Gandhi Intl. Cricket Stadium,14-Apr-11
544,Rohit Sharma,56,34,164.7,5,3,DEC,Rajiv Gandhi Intl. Cricket Stadium,24-Apr-11
545,Shaun Marsh,46,28,164.28,5,3,DC,HPCA Stadium,15-May-11
546,Shikhar Dhawan,29,18,161.11,5,0,DC,Rajiv Gandhi Intl. Cricket Stadium,05-May-11
547,Davy Jacobs,32,20,160,5,1,DEC,Rajiv Gandhi Intl. Cricket Stadium,24-Apr-11
548,Virat Kohli,70,44,159.09,5,3,CSK,Wankhede Stadium,24-May-11
549,Manoj Tiwary,35,22,159.09,5,1,MI,Eden Gardens,22-May-11
550,Virender Sehwag,34,23,147.82,5,1,KKR,Arun Jaitley Stadium,28-Apr-11
551,AB de Villiers,65,44,147.72,5,2,CSK,Chidambaram,16-Apr-11
552,Dwaraka Ravi Teja,60,41,146.34,5,2,PBKS,HPCA Stadium,21-May-11
553,Shaun Marsh,42,30,140,5,2,KTK,Holkar Cricket Stadium,13-May-11
554,Virat Kohli,71,51,139.21,5,3,DEC,Rajiv Gandhi Intl. Cricket Stadium,14-Apr-11
555,Adam Gilchrist,61,46,132.6,5,3,DEC,Rajiv Gandhi Intl. Cricket Stadium,16-Apr-11
556,Shaun Marsh,43,34,126.47,5,0,MI,IS Bindra Stadium,10-May-11
557,Shikhar Dhawan,45,36,125,5,1,PBKS,Rajiv Gandhi Intl. Cricket Stadium,16-Apr-11
558,Kumar Sangakkara,35,28,125,5,0,PBKS,Rajiv Gandhi Intl. Cricket Stadium,16-Apr-11
559,Suresh Raina,50,40,125,5,1,KTK,Jawaharlal Nehru Stadium,18-Apr-11
560,Rohit Sharma,58,47,123.4,5,1,RR,Wankhede Stadium,20-May-11
561,Shane Watson,32,26,123.07,5,0,CSK,Chidambaram,04-May-11
562,Parthiv Patel,37,31,119.35,5,0,DC,Arun Jaitley Stadium,02-May-11
563,Rahul Dravid,44,37,118.91,5,1,KTK,Sawai Mansingh Stadium,24-Apr-11
564,Shikhar Dhawan,25,22,113.63,5,0,MI,Rajiv Gandhi Intl. Cricket Stadium,24-Apr-11
565,Michael Hussey,46,41,112.19,5,0,DEC,Chidambaram,01-May-11
566,Venugopal Rao,40,36,111.11,5,0,KTK,Arun Jaitley Stadium,02-May-11
567,Jacques Kallis,45,41,109.75,5,0,KTK,Jawaharlal Nehru Stadium,05-May-11
568,Mithun Manhas,35,32,109.37,5,1,PBKS,DY Patil Stadium,10-Apr-11
569,Virat Kohli,31,29,106.89,5,0,CSK,M. Chinnaswamy Stadium,22-May-11
570,David Warner,51,48,106.25,5,1,DEC,Arun Jaitley Stadium,19-Apr-11
571,Subramaniam Badrinath,34,32,106.25,5,0,RCB,Wankhede Stadium,24-May-11
572,Harbhajan Singh,30,29,103.44,5,0,KKR,Eden Gardens,22-May-11
573,Mayank Agarwal,34,33,103.03,5,0,CSK,Wankhede Stadium,24-May-11
574,Sunny Sohal,38,37,102.7,5,1,RCB,Rajiv Gandhi Intl. Cricket Stadium,14-Apr-11
575,Sachin Tendulkar,24,24,100,5,0,PWI,DY Patil Stadium,04-May-11
576,Mahela Jayawardena,25,27,92.59,5,0,KKR,Eden Gardens,20-Apr-11
577,Amit Mishra,18,6,300,4,0,MI,Wankhede Stadium,14-May-11
578,MS Dhoni,43,20,215,4,2,PBKS,IS Bindra Stadium,13-Apr-11
579,Yuvraj Singh,66,32,206.25,4,5,DC,DY Patil Stadium,17-Apr-11
580,Chris Gayle,49,26,188.46,4,4,PWI,M. Chinnaswamy Stadium,29-Apr-11
581,Chris Gayle,26,14,185.71,4,1,DC,Arun Jaitley Stadium,26-Apr-11
582,Murali Vijay,95,52,182.69,4,6,RCB,Chidambaram,28-May-11
583,Tillakaratne Dilshan,16,9,177.77,4,0,PBKS,M. Chinnaswamy Stadium,06-May-11
584,Adam Gilchrist,28,16,175,4,1,RR,IS Bindra Stadium,21-Apr-11
585,Cheteshwar Pujara,25,15,166.66,4,0,DEC,Rajiv Gandhi Intl. Cricket Stadium,14-Apr-11
586,Shakib Al Hasan,26,16,162.5,4,0,MI,Wankhede Stadium,25-May-11
587,Gautam Gambhir,29,18,161.11,4,0,DEC,Eden Gardens,11-Apr-11
588,Virat Kohli,67,42,159.52,4,4,PWI,M. Chinnaswamy Stadium,29-Apr-11
589,Jesse Ryder,19,12,158.33,4,0,CSK,DY Patil Stadium,27-Apr-11
590,Shane Watson,24,16,150,4,0,PBKS,IS Bindra Stadium,21-Apr-11
591,Chris Gayle,75,50,150,4,6,CSK,M. Chinnaswamy Stadium,22-May-11
592,Venugopal Rao,60,40,150,4,4,RR,Sawai Mansingh Stadium,12-Apr-11
593,Jesse Ryder,51,34,150,4,2,RCB,M. Chinnaswamy Stadium,29-Apr-11
594,Paul Valthaty,46,31,148.38,4,3,RR,IS Bindra Stadium,21-Apr-11
595,Yusuf Pathan,22,15,146.66,4,0,DEC,Eden Gardens,11-Apr-11
596,Suresh Raina,73,50,146,4,6,RCB,Wankhede Stadium,24-May-11
597,Brendon McCullum,47,33,142.42,4,3,CSK,Jawaharlal Nehru Stadium,18-Apr-11
598,Dinesh Karthik,27,19,142.1,4,0,DC,HPCA Stadium,15-May-11
599,Brendon McCullum,45,32,140.62,4,2,RCB,Jawaharlal Nehru Stadium,09-Apr-11
600,Ajinkya Rahane,98,66,148.48,16,1,PBKS,Sawai Mansingh Stadium,06-Apr-12
601,Murali Vijay,113,58,194.82,15,4,DC,Chidambaram,25-May-12
602,Virender Sehwag,73,38,192.1,12,1,RR,Sawai Mansingh Stadium,01-May-12
603,Rohit Sharma,109,60,181.66,12,5,KKR,Eden Gardens,12-May-12
604,Ajinkya Rahane,103,60,171.66,12,5,RCB,M. Chinnaswamy Stadium,15-Apr-12
605,Sachin Tendulkar,74,44,168.18,11,1,CSK,Wankhede Stadium,06-May-12
606,David Warner,109,54,201.85,10,7,DEC,Rajiv Gandhi Intl. Cricket Stadium,10-May-12
607,Virender Sehwag,87,48,181.25,10,3,PWI,Maharashtra Cricket Association's International Stadium,24-Apr-12
608,David Warner,79,44,179.54,10,4,PBKS,HPCA Stadium,19-May-12
609,Shane Watson,90,51,176.47,10,4,PWI,Maharashtra Cricket Association's International Stadium,08-May-12
610,Kumar Sangakkara,82,52,157.69,10,2,PWI,Barabati Stadium,01-May-12
611,Dwayne Smith,87,58,150,10,3,RR,Sawai Mansingh Stadium,20-May-12
612,Shikhar Dhawan,73,52,140.38,10,1,RCB,M. Chinnaswamy Stadium,06-May-12
613,Tillakaratne Dilshan,76,58,131.03,10,1,RR,Sawai Mansingh Stadium,23-Apr-12
614,Gautam Gambhir,93,51,182.35,9,5,RCB,Eden Gardens,28-Apr-12
615,Shikhar Dhawan,84,49,171.42,9,5,DC,Rajiv Gandhi Intl. Cricket Stadium,10-May-12
616,Gautam Gambhir,64,39,164.1,9,1,RCB,M. Chinnaswamy Stadium,10-Apr-12
617,Robin Uthappa,69,45,153.33,9,2,RCB,M. Chinnaswamy Stadium,17-Apr-12
618,Cameron White,77,53,145.28,9,2,CSK,Chidambaram,04-May-12
619,Adam Gilchrist,64,46,139.13,9,2,CSK,HPCA Stadium,17-May-12
620,Virat Kohli,73,53,137.73,9,1,DC,Arun Jaitley Stadium,17-May-12
