,Player,Ov,Runs,Wkts,SR,Against,Venue,Match Date
1516,Bhuvneshwar Kumar,4,51,1,24,DC,Arun Jaitley Stadium,10-May-18
1517,Harshal Patel,4,51,1,24,RCB,Arun Jaitley Stadium,12-May-18
1518,Mohit Sharma,4,51,2,12,SRH,IS Bindra Stadium,19-Apr-18
1519,Shardul Thakur,4,50,1,24,SRH,Wankhede Stadium,22-May-18
1520,Barinder Sran,4,50,2,12,KKR,Eden Gardens,21-Apr-18
1521,Dwayne Bravo,3,50,0,0,KKR,Chidambaram,10-Apr-18
1522,Mark Wood,4,49,0,0,MI,Wankhede Stadium,07-Apr-18
1523,Piyush Chawla,4,49,1,24,CSK,Chidambaram,10-Apr-18
1524,Rashid Khan,4,49,1,24,CSK,Rajiv Gandhi Intl. Cricket Stadium,22-Apr-18
1525,Mohammed Siraj,4,48,0,0,CSK,M. Chinnaswamy Stadium,25-Apr-18
1526,Trent Boult,4,48,0,0,CSK,Maharashtra Cricket Association's International Stadium,30-Apr-18
1527,Siddarth Kaul,4,48,0,0,DC,Arun Jaitley Stadium,10-May-18
1528,Sunil Narine,4,48,0,0,RR,Sawai Mansingh Stadium,18-Apr-18
1529,Washington Sundar,4,48,1,24,KKR,Eden Gardens,08-Apr-18
1530,Piyush Chawla,4,48,3,8,MI,Eden Gardens,09-May-18
1531,Barinder Sran,3,48,1,18,KKR,Holkar Cricket Stadium,12-May-18
1532,Andrew Tye,4,47,0,0,CSK,Maharashtra Cricket Association's International Stadium,20-May-18
1533,Akila Dananjaya,4,47,0,0,DC,Wankhede Stadium,14-Apr-18
1534,David Willey,4,47,1,24,RR,Sawai Mansingh Stadium,11-May-18
1535,Mohit Sharma,4,47,1,24,CSK,IS Bindra Stadium,15-Apr-18
1536,Chris Woakes,4,47,2,12,RR,M. Chinnaswamy Stadium,15-Apr-18
1537,Corey Anderson,4,47,2,12,MI,Wankhede Stadium,17-Apr-18
1538,Andrew Tye,4,47,2,12,CSK,IS Bindra Stadium,15-Apr-18
1539,Avesh Khan,3,47,0,0,SRH,Rajiv Gandhi Intl. Cricket Stadium,05-May-18
1540,Amit Mishra,4,46,0,0,PBKS,IS Bindra Stadium,08-Apr-18
1541,Ankit Rajpoot,4,46,1,24,MI,Wankhede Stadium,16-May-18
1542,Mohammed Siraj,4,46,1,24,DC,Arun Jaitley Stadium,12-May-18
1543,Ben Laughlin,4,46,1,24,RCB,M. Chinnaswamy Stadium,15-Apr-18
1544,Dwayne Bravo,4,46,1,24,SRH,Wankhede Stadium,27-May-18
1545,Shardul Thakur,4,46,2,12,RCB,M. Chinnaswamy Stadium,25-Apr-18
1546,Jaydev Unadkat,4,46,3,8,DC,Arun Jaitley Stadium,02-May-18
1547,Tim Southee,4,45,0,0,SRH,M. Chinnaswamy Stadium,17-May-18
1548,Shardul Thakur,4,45,1,24,SRH,Rajiv Gandhi Intl. Cricket Stadium,22-Apr-18
1549,Barinder Sran,4,45,1,24,DC,Arun Jaitley Stadium,23-Apr-18
1550,Mohit Sharma,3.3,45,0,0,RCB,M. Chinnaswamy Stadium,13-Apr-18
1551,Shivam Mavi,4,44,1,24,RR,Eden Gardens,15-May-18
1552,Mitchell McClenaghan,4,44,1,24,CSK,Wankhede Stadium,07-Apr-18
1553,Imran Tahir,4,44,1,24,RR,Maharashtra Cricket Association's International Stadium,20-Apr-18
1554,Hardik Pandya,4,44,1,24,PBKS,Holkar Cricket Stadium,04-May-18
1555,Sunil Narine,4,44,1,24,PBKS,Holkar Cricket Stadium,12-May-18
1556,Siddarth Kaul,4,44,2,12,RCB,M. Chinnaswamy Stadium,17-May-18
1557,Trent Boult,4,44,2,12,KKR,Arun Jaitley Stadium,27-Apr-18
1558,Jofra Archer,4,43,0,0,KKR,Eden Gardens,15-May-18
1559,Chris Morris,4,43,0,0,RCB,M. Chinnaswamy Stadium,21-Apr-18
1560,Mohammed Siraj,4,43,1,24,SRH,M. Chinnaswamy Stadium,17-May-18
1561,Dhawal Kulkarni,4,43,1,24,MI,Wankhede Stadium,13-May-18
1562,Shahbaz Nadeem,4,43,1,24,KKR,Eden Gardens,16-Apr-18
1563,Trent Boult,3.5,43,0,0,SRH,Arun Jaitley Stadium,10-May-18
1564,Jofra Archer,3.4,43,1,22,PBKS,Holkar Cricket Stadium,06-May-18
1565,Siddarth Kaul,3,43,0,0,CSK,Wankhede Stadium,27-May-18
1566,Dwayne Bravo,3,43,0,0,DC,Maharashtra Cricket Association's International Stadium,30-Apr-18
1567,Kuldeep Yadav,3,43,0,0,MI,Eden Gardens,09-May-18
1568,Marcus Stoinis,3,43,1,18,MI,Wankhede Stadium,16-May-18
1569,KM Asif,3,43,2,9,DC,Maharashtra Cricket Association's International Stadium,30-Apr-18
1570,Hardik Pandya,4,42,0,0,PBKS,Wankhede Stadium,16-May-18
1571,Mitchell Johnson,4,42,0,0,DC,Arun Jaitley Stadium,27-Apr-18
1572,Jofra Archer,4,42,2,12,CSK,Sawai Mansingh Stadium,11-May-18
1573,Billy Stanlake,4,42,2,12,MI,Rajiv Gandhi Intl. Cricket Stadium,12-Apr-18
1574,Mayank Markande,3,42,0,0,DC,Wankhede Stadium,14-Apr-18
1575,Tim Southee,4,41,0,0,DC,Arun Jaitley Stadium,12-May-18
1576,Shane Watson,4,41,0,0,MI,Maharashtra Cricket Association's International Stadium,28-Apr-18
1577,Liam Plunkett,4,41,0,0,SRH,Arun Jaitley Stadium,10-May-18
1578,Shakib Al Hasan,4,41,0,0,CSK,Maharashtra Cricket Association's International Stadium,13-May-18
1579,Prasidh Krishna,4,41,1,24,MI,Eden Gardens,09-May-18
1580,Harbhajan Singh,4,41,1,24,PBKS,IS Bindra Stadium,15-Apr-18
1581,Chris Morris,4,41,2,12,KKR,Eden Gardens,16-Apr-18
1582,Andre Russell,4,41,3,8,PBKS,Holkar Cricket Stadium,12-May-18
1583,Andrew Tye,4,41,4,6,KKR,Holkar Cricket Stadium,12-May-18
1584,Ben Cutting,4,40,0,0,SRH,Rajiv Gandhi Intl. Cricket Stadium,12-Apr-18
1585,Chris Woakes,4,40,0,0,DC,M. Chinnaswamy Stadium,21-Apr-18
1586,Sandeep Sharma,4,40,1,24,RCB,M. Chinnaswamy Stadium,17-May-18
1587,Shivam Mavi,4,40,1,24,RR,Sawai Mansingh Stadium,18-Apr-18
1588,Mohit Sharma,4,40,1,24,KKR,Holkar Cricket Stadium,12-May-18
1589,Mohammed Siraj,4,40,2,12,KKR,M. Chinnaswamy Stadium,29-Apr-18
1590,Trent Boult,4,40,2,12,RCB,Arun Jaitley Stadium,12-May-18
1591,Siddarth Kaul,3,40,0,0,CSK,Maharashtra Cricket Association's International Stadium,13-May-18
1592,Kulwant Khejroliya,3,40,0,0,RR,M. Chinnaswamy Stadium,15-Apr-18
1593,Jaydev Unadkat,4,39,0,0,CSK,Maharashtra Cricket Association's International Stadium,20-Apr-18
1594,Prasidh Krishna,4,39,0,0,MI,Wankhede Stadium,06-May-18
1595,Sunil Narine,4,39,0,0,RR,Eden Gardens,23-May-18
1596,Dwayne Bravo,4,39,1,24,SRH,Maharashtra Cricket Association's International Stadium,13-May-18
1597,Ravindra Jadeja,4,39,1,24,KKR,Eden Gardens,03-May-18
1598,Hardik Pandya,4,39,1,24,CSK,Maharashtra Cricket Association's International Stadium,28-Apr-18
1599,Dwayne Bravo,4,39,2,12,PBKS,Maharashtra Cricket Association's International Stadium,20-May-18
1600,Shane Watson,4,39,2,12,KKR,Chidambaram,10-Apr-18
1601,Trent Boult,4,39,2,12,MI,Wankhede Stadium,14-Apr-18
1602,Mustafizur Rahman,3.5,39,1,23,CSK,Wankhede Stadium,07-Apr-18
1603,Andre Russell,3,39,0,0,SRH,Eden Gardens,14-Apr-18
1604,Ben Stokes,3,39,0,0,CSK,Maharashtra Cricket Association's International Stadium,20-Apr-18
1605,Tom Curran,3,39,2,9,CSK,Chidambaram,10-Apr-18
1606,Bhuvneshwar Kumar,4,38,0,0,CSK,Maharashtra Cricket Association's International Stadium,13-May-18
1607,Andrew Tye,4,38,0,0,DC,IS Bindra Stadium,08-Apr-18
1608,Billy Stanlake,4,38,0,0,CSK,Rajiv Gandhi Intl. Cricket Stadium,22-Apr-18
1609,Sunil Narine,4,38,0,0,RCB,M. Chinnaswamy Stadium,29-Apr-18
1610,Bhuvneshwar Kumar,4,38,0,0,KKR,Eden Gardens,25-May-18
1611,Shardul Thakur,4,38,0,0,MI,Maharashtra Cricket Association's International Stadium,28-Apr-18
1612,Yuzvendra Chahal,4,38,1,24,PBKS,M. Chinnaswamy Stadium,13-Apr-18
1613,Ben Laughlin,4,38,2,12,CSK,Maharashtra Cricket Association's International Stadium,20-Apr-18
1614,Khaleel Ahmed,3,38,0,0,KKR,Eden Gardens,25-May-18
1615,Mitchell Johnson,3,38,0,0,RCB,M. Chinnaswamy Stadium,29-Apr-18
1616,Jofra Archer,4,37,0,0,RCB,Sawai Mansingh Stadium,19-May-18
1617,Barinder Sran,4,37,0,0,CSK,IS Bindra Stadium,15-Apr-18
1618,Tim Southee,4,37,0,0,RR,Sawai Mansingh Stadium,19-May-18
1619,Jaydev Unadkat,4,37,1,24,MI,Wankhede Stadium,13-May-18
1620,Shardul Thakur,4,37,1,24,KKR,Chidambaram,10-Apr-18
1621,Siddarth Kaul,4,37,1,24,DC,Rajiv Gandhi Intl. Cricket Stadium,05-May-18
1622,Jasprit Bumrah,4,37,1,24,CSK,Wankhede Stadium,07-Apr-18
1623,Siddarth Kaul,4,37,1,24,KKR,Eden Gardens,14-Apr-18
1624,Dwayne Bravo,4,37,1,24,PBKS,IS Bindra Stadium,15-Apr-18
1625,Mitchell McClenaghan,4,37,2,12,PBKS,Wankhede Stadium,16-May-18
1626,Mujeeb Ur Rahman,4,37,2,12,MI,Holkar Cricket Stadium,04-May-18
1627,Dan Christian,3.5,37,0,0,SRH,Rajiv Gandhi Intl. Cricket Stadium,05-May-18
1628,Ben Laughlin,3.5,37,0,0,KKR,Sawai Mansingh Stadium,18-Apr-18
1629,Liam Plunkett,3,37,0,0,RR,Arun Jaitley Stadium,02-May-18
1630,Deepak Chahar,3,37,0,0,PBKS,IS Bindra Stadium,15-Apr-18
1631,Dhawal Kulkarni,3,37,1,18,DC,Arun Jaitley Stadium,02-May-18
1632,Marcus Stoinis,3,37,1,18,MI,Holkar Cricket Stadium,04-May-18
1633,Ankit Rajpoot,3,37,1,18,RR,Holkar Cricket Stadium,06-May-18
1634,Dwayne Bravo,3,37,1,18,SRH,Rajiv Gandhi Intl. Cricket Stadium,22-Apr-18
1635,Ben Cutting,4,36,0,0,DC,Arun Jaitley Stadium,20-May-18
1636,Hardik Pandya,4,36,0,0,DC,Arun Jaitley Stadium,20-May-18
1637,Krunal Pandya,4,36,0,0,PBKS,Wankhede Stadium,16-May-18
1638,Umesh Yadav,4,36,1,24,SRH,Rajiv Gandhi Intl. Cricket Stadium,07-May-18
1639,Mohammad Shami,4,36,1,24,MI,Wankhede Stadium,14-Apr-18
1640,Jaydev Unadkat,4,36,1,24,PBKS,Sawai Mansingh Stadium,08-May-18
1641,Krishnappa Gowtham,4,36,1,24,RCB,M. Chinnaswamy Stadium,15-Apr-18
1642,Sandeep Sharma,4,36,1,24,CSK,Maharashtra Cricket Association's International Stadium,13-May-18
1643,Ravichandran Ashwin,4,36,2,12,CSK,Maharashtra Cricket Association's International Stadium,20-May-18
1644,Shakib Al Hasan,4,36,2,12,RCB,Rajiv Gandhi Intl. Cricket Stadium,07-May-18
1645,Murugan Ashwin,4,36,2,12,KKR,M. Chinnaswamy Stadium,29-Apr-18
1646,Umesh Yadav,4,36,2,12,MI,Wankhede Stadium,17-Apr-18
1647,Avesh Khan,4,36,2,12,PBKS,Arun Jaitley Stadium,23-Apr-18
1648,Rahul Tewatia,4,36,2,12,MI,Wankhede Stadium,14-Apr-18
1649,Sandeep Lamichhane,4,36,3,8,MI,Arun Jaitley Stadium,20-May-18
1650,Mujeeb Ur Rahman,4,66,0,0,SRH,Rajiv Gandhi Intl. Cricket Stadium,29-Apr-19
1651,Tim Southee,4,61,0,0,KKR,M. Chinnaswamy Stadium,05-Apr-19
1652,Kuldeep Yadav,4,59,1,24,RCB,Eden Gardens,19-Apr-19
1653,Piyush Chawla,4,57,1,24,MI,Eden Gardens,28-Apr-19
1654,Hardik Pandya,4,57,2,12,PBKS,Wankhede Stadium,10-Apr-19
1655,Harbhajan Singh,4,57,3,8,PBKS,IS Bindra Stadium,05-May-19
1656,Prayas Ray Barman,4,56,0,0,SRH,Rajiv Gandhi Intl. Cricket Stadium,31-Mar-19
1657,Bhuvneshwar Kumar,4,55,0,0,RR,Rajiv Gandhi Intl. Cricket Stadium,29-Mar-19
1658,Rahul Chahar,4,54,1,24,KKR,Eden Gardens,28-Apr-19
1659,Sam Curran,4,54,1,24,MI,Wankhede Stadium,10-Apr-19
1660,Mohammed Siraj,4,54,1,24,PBKS,IS Bindra Stadium,13-Apr-19
1661,Jaydev Unadkat,4,54,1,24,CSK,Chidambaram,31-Mar-19
1662,Sandeep Sharma,3.5,54,1,23,CSK,Chidambaram,23-Apr-19
1663,Mohammad Shami,4,53,1,24,RCB,M. Chinnaswamy Stadium,24-Apr-19
1664,Alzarri Joseph,3,53,0,0,RR,Wankhede Stadium,13-Apr-19
1665,Prasidh Krishna,4,52,0,0,RCB,Eden Gardens,19-Apr-19
1666,Ankit Rajpoot,4,52,1,24,MI,Wankhede Stadium,10-Apr-19
1667,Sam Curran,4,52,2,12,RR,Sawai Mansingh Stadium,25-Mar-19
1668,Hardus Viljoen,4,51,1,24,RCB,M. Chinnaswamy Stadium,24-Apr-19
1669,Dhawal Kulkarni,4,51,1,24,DC,Sawai Mansingh Stadium,22-Apr-19
1670,Jaydev Unadkat,4,50,1,24,KKR,Eden Gardens,25-Apr-19
1671,Ravindra Jadeja,4,49,0,0,KKR,Eden Gardens,14-Apr-19
1672,Lasith Malinga,4,49,1,24,CSK,Rajiv Gandhi Intl. Cricket Stadium,12-May-19
1673,Dwayne Bravo,4,49,1,24,MI,Wankhede Stadium,03-Apr-19
1674,Jason Behrendorff,4,49,1,24,RCB,Wankhede Stadium,15-Apr-19
1675,Keemo Paul,3,49,0,0,CSK,ACA-VDCA Stadium,10-May-19
1676,Siddarth Kaul,4,48,0,0,RR,Sawai Mansingh Stadium,27-Apr-19
1677,Lasith Malinga,4,48,0,0,KKR,Eden Gardens,28-Apr-19
1678,Jaydev Unadkat,4,48,1,24,PBKS,IS Bindra Stadium,16-Apr-19
1679,Ben Stokes,4,48,2,12,PBKS,Sawai Mansingh Stadium,25-Mar-19
1680,Umesh Yadav,4,47,0,0,SRH,Rajiv Gandhi Intl. Cricket Stadium,31-Mar-19
1681,Ravichandran Ashwin,4,47,0,0,KKR,Eden Gardens,27-Mar-19
1682,Lasith Malinga,4,47,0,0,RCB,M. Chinnaswamy Stadium,28-Mar-19
1683,Pawan Negi,4,47,0,0,MI,Wankhede Stadium,15-Apr-19
1684,Jofra Archer,4,47,1,24,RCB,Sawai Mansingh Stadium,02-Apr-19
1685,Chris Morris,4,47,1,24,CSK,Chidambaram,01-May-19
1686,Umesh Yadav,4,47,2,12,CSK,M. Chinnaswamy Stadium,21-Apr-19
1687,Shreyas Gopal,4,47,2,12,DC,Sawai Mansingh Stadium,22-Apr-19
1688,Ankit Rajpoot,4,46,0,0,RCB,M. Chinnaswamy Stadium,24-Apr-19
1689,Umesh Yadav,4,46,0,0,SRH,M. Chinnaswamy Stadium,04-May-19
1690,Jaydev Unadkat,4,46,1,24,MI,Sawai Mansingh Stadium,20-Apr-19
1691,Deepak Chahar,4,46,1,24,MI,Chidambaram,26-Apr-19
1692,Sandeep Lamichhane,4,46,1,24,RCB,M. Chinnaswamy Stadium,07-Apr-19
1693,Mohammad Shami,4,46,2,12,RR,IS Bindra Stadium,16-Apr-19
1694,Keemo Paul,4,46,2,12,KKR,Eden Gardens,12-Apr-19
1695,Yuzvendra Chahal,3,45,0,0,KKR,Eden Gardens,19-Apr-19
1696,Jasprit Bumrah,4,44,0,0,KKR,Eden Gardens,28-Apr-19
1697,Navdeep Saini,4,44,1,24,DC,Arun Jaitley Stadium,28-Apr-19
1698,Rashid Khan,4,44,1,24,RCB,M. Chinnaswamy Stadium,04-May-19
1699,Rashid Khan,4,44,1,24,CSK,Chidambaram,23-Apr-19
1700,Mohammad Shami,4,44,1,24,KKR,Eden Gardens,27-Mar-19
1701,Yuzvendra Chahal,4,44,1,24,SRH,Rajiv Gandhi Intl. Cricket Stadium,31-Mar-19
1702,Shardul Thakur,4,44,2,12,RR,Sawai Mansingh Stadium,11-Apr-19
1703,Sunil Narine,4,44,2,12,MI,Eden Gardens,28-Apr-19
1704,Jaydev Unadkat,3,44,0,0,PBKS,Sawai Mansingh Stadium,25-Mar-19
1705,Lasith Malinga,4,43,0,0,SRH,Wankhede Stadium,02-May-19
1706,Piyush Chawla,4,43,0,0,PBKS,IS Bindra Stadium,03-May-19
1707,Mohammad Shami,4,43,1,24,RCB,IS Bindra Stadium,13-Apr-19
1708,Krunal Pandya,4,43,2,12,PBKS,IS Bindra Stadium,30-Mar-19
1709,Arshdeep Singh,4,43,2,12,RR,IS Bindra Stadium,16-Apr-19
1710,Prasidh Krishna,3.2,43,1,20,RR,Eden Gardens,25-Apr-19
1711,Rasikh Salam,4,42,0,0,DC,Wankhede Stadium,24-Mar-19
1712,Prasidh Krishna,4,42,0,0,PBKS,Eden Gardens,27-Mar-19
1713,Jofra Archer,4,42,0,0,SRH,Rajiv Gandhi Intl. Cricket Stadium,29-Mar-19
1714,Umesh Yadav,4,42,0,0,PBKS,IS Bindra Stadium,13-Apr-19
1715,Harry Gurney,4,42,1,24,RCB,Eden Gardens,19-Apr-19
1716,Lockie Ferguson,4,42,1,24,PBKS,Eden Gardens,27-Mar-19
1717,Siddarth Kaul,4,42,1,24,PBKS,IS Bindra Stadium,08-Apr-19
1718,Arshdeep Singh,4,42,1,24,SRH,Rajiv Gandhi Intl. Cricket Stadium,29-Apr-19
1719,Sandeep Sharma,4,42,1,24,KKR,Eden Gardens,24-Mar-19
1720,Trent Boult,4,42,1,24,MI,Wankhede Stadium,24-Mar-19
1721,Kagiso Rabada,4,42,2,12,KKR,Eden Gardens,12-Apr-19
1722,Mohammad Shami,4,42,2,12,MI,IS Bindra Stadium,30-Mar-19
1723,Bhuvneshwar Kumar,4,42,2,12,DC,ACA-VDCA Stadium,08-May-19
1724,Shardul Thakur,4,42,2,12,RR,Chidambaram,31-Mar-19
1725,Khaleel Ahmed,4,42,3,8,MI,Wankhede Stadium,02-May-19
1726,Mohammad Nabi,3.5,42,0,0,PBKS,IS Bindra Stadium,08-Apr-19
1727,Shakib Al Hasan,3.4,42,1,22,KKR,Eden Gardens,24-Mar-19
1728,Axar Patel,3,42,1,18,MI,Wankhede Stadium,24-Mar-19
1729,Sam Curran,4,41,0,0,KKR,IS Bindra Stadium,03-May-19
1730,Mohammad Shami,4,41,0,0,CSK,Chidambaram,06-Apr-19
1731,Amit Mishra,4,41,0,0,PBKS,Arun Jaitley Stadium,20-Apr-19
1732,Basil Thampi,4,41,0,0,DC,ACA-VDCA Stadium,08-May-19
1733,Hardik Pandya,4,41,1,24,DC,Wankhede Stadium,24-Mar-19
1734,Kagiso Rabada,4,41,1,24,KKR,Arun Jaitley Stadium,30-Mar-19
1735,Chris Morris,4,41,1,24,RR,Sawai Mansingh Stadium,22-Apr-19
1736,Harry Gurney,4,41,1,24,PBKS,IS Bindra Stadium,03-May-19
1737,Ish Sodhi,4,41,1,24,PBKS,IS Bindra Stadium,16-Apr-19
1738,Kuldeep Yadav,4,41,2,12,DC,Arun Jaitley Stadium,30-Mar-19
1739,Yuzvendra Chahal,4,41,2,12,DC,Arun Jaitley Stadium,28-Apr-19
1740,Prasidh Krishna,3,41,0,0,RCB,M. Chinnaswamy Stadium,05-Apr-19
1741,Andrew Tye,3,41,1,18,KKR,IS Bindra Stadium,03-May-19
1742,Shardul Thakur,4,40,0,0,RCB,M. Chinnaswamy Stadium,21-Apr-19
1743,Navdeep Saini,4,40,0,0,MI,M. Chinnaswamy Stadium,28-Mar-19
1744,Andrew Tye,4,40,0,0,RCB,IS Bindra Stadium,13-Apr-19
1745,Basil Thampi,4,40,0,0,MI,Wankhede Stadium,02-May-19
1746,Ishant Sharma,4,40,1,24,RCB,Arun Jaitley Stadium,28-Apr-19
1747,Jasprit Bumrah,4,40,1,24,DC,Wankhede Stadium,24-Mar-19
1748,Deepak Chahar,4,40,1,24,PBKS,Chidambaram,06-Apr-19
1749,Andrew Tye,4,40,1,24,MI,IS Bindra Stadium,30-Mar-19
1750,Dale Steyn,4,40,2,12,KKR,Eden Gardens,19-Apr-19
1751,Hardus Viljoen,4,40,2,12,MI,IS Bindra Stadium,30-Mar-19
1752,Harshal Patel,4,40,2,12,KKR,Arun Jaitley Stadium,30-Mar-19
1753,Sandeep Lamichhane,4,40,3,8,PBKS,Arun Jaitley Stadium,20-Apr-19
1754,Khaleel Ahmed,4,40,3,8,PBKS,Rajiv Gandhi Intl. Cricket Stadium,29-Apr-19
1755,Mitchell McClenaghan,4,40,3,8,DC,Wankhede Stadium,24-Mar-19
1756,Umesh Yadav,3.5,40,0,0,RR,Sawai Mansingh Stadium,02-Apr-19
1757,Dhawal Kulkarni,3,40,0,0,SRH,Rajiv Gandhi Intl. Cricket Stadium,29-Mar-19
1758,Ben Stokes,3,40,1,18,SRH,Rajiv Gandhi Intl. Cricket Stadium,29-Mar-19
1759,Axar Patel,4,39,1,24,RR,Sawai Mansingh Stadium,22-Apr-19
1760,Umesh Yadav,4,39,1,24,DC,Arun Jaitley Stadium,28-Apr-19
1761,Hardus Viljoen,4,39,2,12,DC,Arun Jaitley Stadium,20-Apr-19
1762,Harbhajan Singh,4,39,2,12,SRH,Chidambaram,23-Apr-19
1763,Navdeep Saini,4,39,2,12,SRH,M. Chinnaswamy Stadium,04-May-19
1764,Jofra Archer,4,39,3,8,MI,Wankhede Stadium,13-Apr-19
1765,Chris Morris,3,39,0,0,MI,Arun Jaitley Stadium,18-Apr-19
1766,Hardik Pandya,3,39,0,0,PBKS,IS Bindra Stadium,30-Mar-19
1767,Krishnappa Gowtham,3,39,0,0,MI,Wankhede Stadium,13-Apr-19
1768,Krunal Pandya,3,39,1,18,CSK,Rajiv Gandhi Intl. Cricket Stadium,12-May-19
1769,Ben Stokes,3,39,2,9,CSK,Sawai Mansingh Stadium,11-Apr-19
1770,Imran Tahir,4,38,0,0,SRH,Chidambaram,23-Apr-19
1771,Sandeep Sharma,4,38,0,0,RR,Rajiv Gandhi Intl. Cricket Stadium,29-Mar-19
1772,Mohammed Siraj,4,38,0,0,SRH,Rajiv Gandhi Intl. Cricket Stadium,31-Mar-19
1773,Mohammed Siraj,4,38,0,0,KKR,Eden Gardens,19-Apr-19
1774,Andrew Tye,4,38,0,0,CSK,Chidambaram,06-Apr-19
1775,Ravichandran Ashwin,4,38,1,24,KKR,IS Bindra Stadium,03-May-19
1776,Jasprit Bumrah,4,38,1,24,PBKS,Wankhede Stadium,10-Apr-19
1777,Lockie Ferguson,4,38,1,24,DC,Arun Jaitley Stadium,30-Mar-19
1778,Dhawal Kulkarni,4,38,1,24,MI,Wankhede Stadium,13-Apr-19
1779,Mohammed Siraj,4,38,2,12,MI,M. Chinnaswamy Stadium,28-Mar-19
1780,Kagiso Rabada,4,38,2,12,MI,Arun Jaitley Stadium,18-Apr-19
1781,Chris Morris,4,38,2,12,KKR,Eden Gardens,12-Apr-19
1782,Ishant Sharma,4,38,3,8,RR,Arun Jaitley Stadium,04-May-19
1783,Yuzvendra Chahal,4,38,4,6,MI,M. Chinnaswamy Stadium,28-Mar-19
1784,Piyush Chawla,3,38,0,0,SRH,Rajiv Gandhi Intl. Cricket Stadium,21-Apr-19
1785,Harshal Patel,4,37,0,0,PBKS,IS Bindra Stadium,01-Apr-19
1786,Trent Boult,4,37,0,0,CSK,Chidambaram,01-May-19
1787,Bhuvneshwar Kumar,4,37,0,0,KKR,Eden Gardens,24-Mar-19
1788,Shardul Thakur,4,37,0,0,MI,Wankhede Stadium,03-Apr-19
1789,Lasith Malinga,4,37,1,24,DC,Arun Jaitley Stadium,18-Apr-19
1790,Andrew Tye,4,37,1,24,KKR,Eden Gardens,27-Mar-19
1791,Ravichandran Ashwin,4,37,1,24,MI,Wankhede Stadium,10-Apr-19
1792,Dhawal Kulkarni,4,37,1,24,PBKS,IS Bindra Stadium,16-Apr-19
1793,Sandeep Sharma,4,37,1,24,KKR,Rajiv Gandhi Intl. Cricket Stadium,21-Apr-19
1794,Imran Tahir,4,37,1,24,MI,Chidambaram,26-Apr-19
1795,Harry Gurney,4,37,1,24,CSK,Eden Gardens,14-Apr-19
1796,Dhawal Kulkarni,4,37,1,24,CSK,Chidambaram,31-Mar-19
1797,Kagiso Rabada,4,37,2,12,RR,Sawai Mansingh Stadium,22-Apr-19
1798,Harry Gurney,4,37,2,12,MI,Eden Gardens,28-Apr-19
1799,Shardul Thakur,4,37,2,12,MI,Rajiv Gandhi Intl. Cricket Stadium,12-May-19
1800,Siddarth Kaul,4,64,2,12,MI,Sharjah Cricket Stadium,04-Oct-20
1801,Ankit Rajpoot,4,60,0,0,MI,Zayed Cricket Stadium,25-Oct-20
1802,Dale Steyn,4,57,0,0,PBKS,Dubai International Stadium,24-Sep-20
1803,Chris Jordan,4,56,0,0,DC,Dubai International Stadium,20-Sep-20
1804,Lungi Ngidi,4,56,1,24,RR,Sharjah Cricket Stadium,22-Sep-20
1805,Piyush Chawla,4,55,1,24,RR,Sharjah Cricket Stadium,22-Sep-20
1806,Lockie Ferguson,4,54,0,0,CSK,Dubai International Stadium,29-Oct-20
1807,Kagiso Rabada,4,54,0,0,SRH,Dubai International Stadium,27-Oct-20
1808,Tom Curran,4,54,1,24,CSK,Sharjah Cricket Stadium,22-Sep-20
1809,Adam Zampa,4,53,1,24,MI,Dubai International Stadium,28-Sep-20
1810,Mohammad Shami,4,53,3,8,RR,Sharjah Cricket Stadium,27-Sep-20
1811,Jimmy Neesham,4,52,0,0,MI,Zayed Cricket Stadium,01-Oct-20
1812,Sheldon Cottrell,3,52,1,18,RR,Sharjah Cricket Stadium,27-Sep-20
1813,James Pattinson,4,51,0,0,RCB,Dubai International Stadium,28-Sep-20
1814,Nathan Coulter-Nile,4,51,1,24,KKR,Zayed Cricket Stadium,16-Oct-20
1815,Kagiso Rabada,4,51,1,24,KKR,Sharjah Cricket Stadium,03-Oct-20
1816,Andre Russell,4,51,1,24,RCB,Sharjah Cricket Stadium,12-Oct-20
1817,Jason Holder,4,50,1,24,DC,Zayed Cricket Stadium,08-Nov-20
1818,Anrich Nortje,4,50,1,24,MI,Dubai International Stadium,05-Nov-20
1819,Andrew Tye,4,50,1,24,DC,Sharjah Cricket Stadium,09-Oct-20
1820,Pat Cummins,4,49,0,0,DC,Sharjah Cricket Stadium,03-Oct-20
1821,Varun Chakaravarthy,4,49,1,24,DC,Sharjah Cricket Stadium,03-Oct-20
1822,Pat Cummins,3,49,0,0,MI,Zayed Cricket Stadium,23-Sep-20
1823,Umesh Yadav,4,48,0,0,SRH,Dubai International Stadium,21-Sep-20
1824,Trent Boult,4,48,0,0,PBKS,Dubai International Stadium,18-Oct-20
1825,Shahbaz Nadeem,4,48,0,0,DC,Zayed Cricket Stadium,08-Nov-20
1826,Yuzvendra Chahal,4,48,1,24,MI,Dubai International Stadium,28-Sep-20
1827,Sam Curran,4,48,1,24,RCB,Dubai International Stadium,10-Oct-20
1828,Navdeep Saini,3,48,0,0,DC,Dubai International Stadium,05-Oct-20
1829,Varun Aaron,4,47,0,0,PBKS,Zayed Cricket Stadium,30-Oct-20
