,Player,Runs,BF,4s,6s,Against,Venue,Match Date
337,Ross Taylor,55,22,7,2,RCB,Arun Jaitley Stadium,17-May-12
338,JP Duminy,58,24,3,5,RR,Sawai Mansingh Stadium,17-Apr-12
339,Chris Gayle,57,24,3,6,PWI,Maharashtra Cricket Association's International Stadium,11-May-12
340,David Warner,79,25,10,4,PBKS,HPCA Stadium,19-May-12
341,Kevin Pietersen,50,25,6,3,MI,Arun Jaitley Stadium,27-Apr-12
342,David Warner,109,26,10,7,DEC,Rajiv Gandhi Intl. Cricket Stadium,10-May-12
343,Mayank Agarwal,64,26,6,4,MI,M. Chinnaswamy Stadium,14-May-12
344,Shane Watson,58,26,6,4,PWI,Sawai Mansingh Stadium,13-May-12
345,Shane Watson,90,27,10,4,PWI,Maharashtra Cricket Association's International Stadium,08-May-12
346,Manvinder Bisla,89,27,8,5,CSK,Chidambaram,27-May-12
347,Suresh Raina,73,27,3,5,KKR,Chidambaram,27-May-12
348,Chris Gayle,68,27,2,6,CSK,Chidambaram,12-Apr-12
349,David Hussey,65,27,4,5,DEC,IS Bindra Stadium,13-May-12
350,Virender Sehwag,57,27,5,4,PWI,Arun Jaitley Stadium,21-Apr-12
351,Murali Vijay,113,28,15,4,DC,Chidambaram,25-May-12
352,Gautam Gambhir,93,28,9,5,RCB,Eden Gardens,28-Apr-12
353,Virender Sehwag,87,28,10,3,PWI,Maharashtra Cricket Association's International Stadium,24-Apr-12
354,Gautam Gambhir,64,28,9,1,RCB,M. Chinnaswamy Stadium,10-Apr-12
355,Rohit Sharma,109,29,12,5,KKR,Eden Gardens,12-May-12
356,Tillakaratne Dilshan,71,29,8,2,DEC,M. Chinnaswamy Stadium,06-May-12
357,Kieron Pollard,64,29,6,4,RR,Wankhede Stadium,11-Apr-12
358,Ambati Rayudu,62,29,5,3,DC,Arun Jaitley Stadium,27-Apr-12
359,Rohit Sharma,50,29,3,3,PBKS,IS Bindra Stadium,25-Apr-12
360,Virender Sehwag,73,30,8,4,MI,Arun Jaitley Stadium,27-Apr-12
361,David Hussey,68,30,4,4,MI,IS Bindra Stadium,25-Apr-12
362,Gautam Gambhir,56,30,4,2,PWI,Eden Gardens,05-May-12
363,Mandeep Singh,75,31,8,3,DEC,Rajiv Gandhi Intl. Cricket Stadium,08-May-12
364,Gautam Gambhir,62,31,6,3,CSK,Eden Gardens,14-May-12
365,Mahela Jayawardena,55,31,4,2,CSK,Chidambaram,25-May-12
366,Kieron Pollard,52,31,5,3,RCB,M. Chinnaswamy Stadium,14-May-12
367,Owais Shah,76,32,5,5,MI,Wankhede Stadium,11-Apr-12
368,Sachin Tendulkar,74,32,11,1,CSK,Wankhede Stadium,06-May-12
369,Chris Gayle,71,32,6,4,PBKS,M. Chinnaswamy Stadium,02-May-12
370,Faf du Plessis,71,32,5,4,RCB,Chidambaram,12-Apr-12
371,Jesse Ryder,86,33,7,4,DC,Arun Jaitley Stadium,21-Apr-12
372,Robin Uthappa,69,33,9,2,RCB,M. Chinnaswamy Stadium,17-Apr-12
373,Shaun Marsh,68,33,5,3,MI,Wankhede Stadium,22-Apr-12
374,Cameron White,65,33,7,2,DC,Rajiv Gandhi Intl. Cricket Stadium,10-May-12
375,Virender Sehwag,63,33,8,2,RR,Arun Jaitley Stadium,29-Apr-12
376,Dwayne Smith,87,34,10,3,RR,Sawai Mansingh Stadium,20-May-12
377,Faf du Plessis,73,34,6,2,RR,Chidambaram,21-Apr-12
378,Rahul Dravid,58,34,8,0,RCB,Sawai Mansingh Stadium,23-Apr-12
379,Richard Levi,50,34,6,3,CSK,Chidambaram,04-Apr-12
380,Nitin Saini,50,34,5,0,RCB,M. Chinnaswamy Stadium,02-May-12
381,Cameron White,78,35,6,5,PWI,Maharashtra Cricket Association's International Stadium,26-Apr-12
382,Cameron White,67,35,8,1,PBKS,IS Bindra Stadium,13-May-12
383,Rahul Dravid,57,35,7,0,DC,Sawai Mansingh Stadium,01-May-12
384,Michael Hussey,56,35,4,4,KKR,Eden Gardens,14-May-12
385,Chris Gayle,82,36,5,6,MI,Wankhede Stadium,09-May-12
386,Jesse Ryder,73,36,7,1,CSK,Maharashtra Cricket Association's International Stadium,14-Apr-12
387,Shikhar Dhawan,71,36,4,3,PBKS,IS Bindra Stadium,13-May-12
388,Gautam Gambhir,66,36,7,1,PBKS,IS Bindra Stadium,18-Apr-12
389,AB de Villiers,52,36,6,0,PBKS,IS Bindra Stadium,20-Apr-12
390,Chris Gayle,128,37,7,13,DC,Arun Jaitley Stadium,17-May-12
391,Ajinkya Rahane,98,37,16,1,PBKS,Sawai Mansingh Stadium,06-Apr-12
392,Shikhar Dhawan,84,37,9,5,DC,Rajiv Gandhi Intl. Cricket Stadium,10-May-12
393,AB de Villiers,64,37,6,2,DC,M. Chinnaswamy Stadium,07-Apr-12
394,Rohit Sharma,60,37,6,2,CSK,Wankhede Stadium,06-May-12
395,Shikhar Dhawan,52,37,8,0,RR,Sawai Mansingh Stadium,17-Apr-12
396,Kumar Sangakkara,82,38,10,2,PWI,Barabati Stadium,01-May-12
397,Chris Gayle,81,38,4,8,PWI,M. Chinnaswamy Stadium,17-Apr-12
398,James Franklin,79,38,6,4,PBKS,Wankhede Stadium,22-Apr-12
399,Cameron White,74,38,4,4,PWI,Barabati Stadium,01-May-12
400,Naman Ojha,64,38,2,5,DEC,Rajiv Gandhi Intl. Cricket Stadium,10-May-12
401,Michael Hussey,54,38,4,2,KKR,Chidambaram,27-May-12
402,Cameron White,77,39,9,2,CSK,Chidambaram,04-May-12
403,Shikhar Dhawan,73,39,10,1,RCB,M. Chinnaswamy Stadium,06-May-12
404,Jacques Kallis,69,39,7,1,CSK,Chidambaram,27-May-12
405,Mahela Jayawardena,55,39,8,0,MI,Arun Jaitley Stadium,27-Apr-12
406,Ajinkya Rahane,84,40,9,1,DC,Arun Jaitley Stadium,29-Apr-12
407,Manish Pandey,80,40,7,3,DC,Maharashtra Cricket Association's International Stadium,24-Apr-12
408,Ajinkya Rahane,61,40,7,0,PWI,Sawai Mansingh Stadium,13-May-12
409,Brendon McCullum,56,40,7,0,DC,Arun Jaitley Stadium,07-May-12
410,Tillakaratne Dilshan,53,40,6,1,PWI,Maharashtra Cricket Association's International Stadium,11-May-12
411,Owais Shah,52,40,4,3,CSK,Chidambaram,21-Apr-12
412,Ajinkya Rahane,103,41,12,5,RCB,M. Chinnaswamy Stadium,15-Apr-12
413,Chris Gayle,87,41,8,4,PBKS,IS Bindra Stadium,20-Apr-12
414,Ambati Rayudu,81,41,6,4,RCB,M. Chinnaswamy Stadium,14-May-12
415,Rohit Sharma,73,41,4,5,DEC,ACA-VDCA Stadium,09-Apr-12
416,Virat Kohli,73,41,9,1,DC,Arun Jaitley Stadium,17-May-12
417,Kevin Pietersen,103,42,6,9,DEC,Arun Jaitley Stadium,19-Apr-12
418,Chris Gayle,86,42,7,6,KKR,Eden Gardens,28-Apr-12
419,Adam Gilchrist,64,42,9,2,CSK,HPCA Stadium,17-May-12
420,Manoj Tiwary,59,42,7,0,RR,Sawai Mansingh Stadium,08-Apr-12
421,Faf du Plessis,58,42,4,2,PWI,Chidambaram,19-Apr-12
422,Subramaniam Badrinath,57,42,8,0,PWI,Chidambaram,19-Apr-12
423,Tillakaratne Dilshan,76,43,10,1,RR,Sawai Mansingh Stadium,23-Apr-12
424,JP Duminy,74,43,4,5,RCB,Rajiv Gandhi Intl. Cricket Stadium,20-May-12
425,Gautam Gambhir,63,43,6,1,CSK,Chidambaram,30-Apr-12
426,Virat Kohli,57,43,5,2,CSK,Chidambaram,12-Apr-12
427,Sachin Tendulkar,58,44,6,0,RR,Sawai Mansingh Stadium,20-May-12
428,Mandeep Singh,56,44,5,1,CSK,Chidambaram,28-Apr-12
429,Jacques Kallis,79,45,7,3,MI,Eden Gardens,12-May-12
430,Herschelle Gibbs,66,48,7,2,KKR,Eden Gardens,12-May-12
431,Mahela Jayawardena,56,48,8,0,PBKS,Arun Jaitley Stadium,15-May-12
432,Shaun Marsh,64,49,7,1,PWI,IS Bindra Stadium,12-Apr-12
433,Shikhar Dhawan,50,49,4,1,KKR,Barabati Stadium,22-Apr-12
434,Robin Uthappa,60,52,6,0,DC,Maharashtra Cricket Association's International Stadium,24-Apr-12
435,Chris Gayle,175,17,13,17,PWI,M. Chinnaswamy Stadium,23-Apr-13
436,Kieron Pollard,66,20,2,8,SRH,Wankhede Stadium,13-May-13
437,Dwayne Smith,68,21,6,5,CSK,Arun Jaitley Stadium,21-May-13
438,AB de Villiers,50,23,6,2,PWI,Maharashtra Cricket Association's International Stadium,02-May-13
439,David Miller,101,24,8,7,RCB,IS Bindra Stadium,06-May-13
440,MS Dhoni,51,24,5,3,MI,Chidambaram,06-Apr-13
441,David Warner,51,24,4,4,PWI,Shaheed Veer Narayan Singh International Cricket Stadium,28-Apr-13
442,Shane Watson,70,25,6,6,CSK,Sawai Mansingh Stadium,12-May-13
443,David Miller,51,25,5,2,CSK,Chidambaram,02-May-13
444,AB de Villiers,64,26,8,1,CSK,Chidambaram,13-Apr-13
445,Azhar Mahmood,80,27,8,4,MI,HPCA Stadium,18-May-13
446,Chris Gayle,61,27,6,3,PBKS,IS Bindra Stadium,06-May-13
447,Rohit Sharma,79,28,6,6,PBKS,Wankhede Stadium,29-Apr-13
448,Virat Kohli,56,28,6,4,CSK,M. Chinnaswamy Stadium,18-May-13
449,Shane Watson,101,29,6,6,CSK,Chidambaram,22-Apr-13
450,Dinesh Karthik,86,29,14,2,DC,Wankhede Stadium,09-Apr-13
451,Suresh Raina,82,29,5,5,MI,Arun Jaitley Stadium,21-May-13
452,David Miller,80,29,5,5,PWI,IS Bindra Stadium,21-Apr-13
453,Brad Hodge,54,29,2,5,SRH,Arun Jaitley Stadium,22-May-13
454,Rohit Sharma,62,30,3,5,PWI,Wankhede Stadium,13-Apr-13
455,Aditya Tare,59,30,8,1,RR,Wankhede Stadium,15-May-13
456,MS Dhoni,58,30,2,4,DC,Chidambaram,14-May-13
457,Michael Hussey,95,31,11,2,KKR,Chidambaram,28-Apr-13
458,Virender Sehwag,95,31,13,2,MI,Arun Jaitley Stadium,21-Apr-13
459,Virat Kohli,93,31,11,4,SRH,M. Chinnaswamy Stadium,09-Apr-13
460,Michael Hussey,88,31,13,1,RR,Chidambaram,22-Apr-13
461,Rohit Sharma,73,31,5,5,DC,Arun Jaitley Stadium,21-Apr-13
462,Gautam Gambhir,60,31,9,0,PBKS,IS Bindra Stadium,16-Apr-13
463,Dinesh Karthik,60,31,3,4,RCB,M. Chinnaswamy Stadium,04-Apr-13
464,Kieron Pollard,60,31,7,3,CSK,Eden Gardens,26-May-13
465,Aaron Finch,52,31,3,4,DC,Maharashtra Cricket Association's International Stadium,19-May-13
466,Suresh Raina,100,32,7,6,PBKS,Chidambaram,02-May-13
467,Chris Gayle,85,32,4,9,KKR,M. Chinnaswamy Stadium,11-Apr-13
468,Yusuf Pathan,72,32,8,2,PWI,JSCA Stadium,15-May-13
469,Aaron Finch,67,32,10,2,CSK,Chidambaram,15-Apr-13
470,Michael Hussey,67,32,5,4,SRH,Rajiv Gandhi Intl. Cricket Stadium,08-May-13
471,MS Dhoni,67,32,7,4,SRH,Chidambaram,25-Apr-13
472,Virat Kohli,65,32,7,1,DC,M. Chinnaswamy Stadium,16-Apr-13
473,Sanju Samson,63,32,7,2,RCB,Sawai Mansingh Stadium,29-Apr-13
474,David Miller,56,32,1,5,MI,Wankhede Stadium,29-Apr-13
475,Cameron White,52,32,3,3,RCB,M. Chinnaswamy Stadium,09-Apr-13
476,Aaron Finch,64,33,8,2,PBKS,IS Bindra Stadium,21-Apr-13
477,Suresh Raina,51,33,4,2,RR,Chidambaram,22-Apr-13
478,Robin Uthappa,75,34,5,5,RCB,Maharashtra Cricket Association's International Stadium,02-May-13
479,Shaun Marsh,73,34,8,2,CSK,Chidambaram,02-May-13
480,Dwayne Smith,62,34,3,5,KKR,Eden Gardens,24-Apr-13
481,David Warner,61,34,5,4,MI,Wankhede Stadium,09-Apr-13
482,Mahela Jayawardena,59,34,8,1,MI,Arun Jaitley Stadium,21-Apr-13
483,Suresh Raina,99,35,11,3,SRH,Rajiv Gandhi Intl. Cricket Stadium,08-May-13
484,David Warner,66,35,6,3,KKR,Shaheed Veer Narayan Singh International Cricket Stadium,01-May-13
485,Kieron Pollard,57,35,4,5,CSK,Chidambaram,06-Apr-13
486,Eoin Morgan,51,35,3,3,RR,Sawai Mansingh Stadium,08-Apr-13
487,Dwayne Smith,50,35,4,3,RCB,Wankhede Stadium,27-Apr-13
488,Michael Hussey,86,36,11,2,PBKS,IS Bindra Stadium,10-Apr-13
489,Aaron Finch,64,36,6,3,RR,Maharashtra Cricket Association's International Stadium,11-Apr-13
490,Ben Rohrer,64,36,9,1,RR,Sawai Mansingh Stadium,07-May-13
491,Azhar Mahmood,61,36,8,1,RCB,M. Chinnaswamy Stadium,14-May-13
492,Shikhar Dhawan,59,36,6,2,MI,Wankhede Stadium,13-May-13
493,Rahul Dravid,58,36,9,1,PWI,Sawai Mansingh Stadium,05-May-13
494,Ajinkya Rahane,67,37,6,2,PWI,Sawai Mansingh Stadium,05-May-13
495,Ajinkya Rahane,63,37,5,1,DC,Sawai Mansingh Stadium,07-May-13
496,Darren Sammy,60,37,8,1,RR,Sawai Mansingh Stadium,27-Apr-13
497,Chris Gayle,92,38,11,5,MI,M. Chinnaswamy Stadium,04-Apr-13
498,Dwayne Smith,62,38,6,2,RR,Eden Gardens,24-May-13
499,Shane Watson,98,39,13,4,SRH,Sawai Mansingh Stadium,27-Apr-13
500,Mandeep Singh,77,39,7,0,PWI,IS Bindra Stadium,21-Apr-13
501,Shaun Marsh,63,39,11,0,MI,HPCA Stadium,18-May-13
502,Gautam Gambhir,59,39,7,1,RCB,M. Chinnaswamy Stadium,11-Apr-13
503,Virat Kohli,57,39,6,2,PBKS,M. Chinnaswamy Stadium,14-May-13
504,Gautam Gambhir,53,39,6,1,SRH,Eden Gardens,14-Apr-13
505,Michael Hussey,86,40,10,2,MI,Arun Jaitley Stadium,21-May-13
506,Chris Gayle,77,40,4,6,PBKS,M. Chinnaswamy Stadium,14-May-13
507,Shikhar Dhawan,73,40,9,1,MI,Rajiv Gandhi Intl. Cricket Stadium,01-May-13
508,Manish Pandey,66,40,8,1,KKR,JSCA Stadium,15-May-13
509,Rahul Dravid,65,40,6,2,DC,Arun Jaitley Stadium,06-Apr-13
510,Robin Uthappa,54,40,8,1,RR,Sawai Mansingh Stadium,05-May-13
511,Adam Gilchrist,85,41,10,3,RCB,M. Chinnaswamy Stadium,14-May-13
512,David Warner,77,41,9,1,RR,Arun Jaitley Stadium,06-Apr-13
513,Michael Hussey,65,41,6,2,DC,Arun Jaitley Stadium,18-Apr-13
514,MS Dhoni,63,41,3,5,MI,Eden Gardens,26-May-13
515,Shikhar Dhawan,63,41,10,0,CSK,Chidambaram,25-Apr-13
516,Rohit Sharma,74,42,4,5,DC,Wankhede Stadium,09-Apr-13
517,Suresh Raina,63,42,5,1,PWI,Maharashtra Cricket Association's International Stadium,30-Apr-13
518,Saurabh Tiwary,52,42,2,2,PWI,Maharashtra Cricket Association's International Stadium,02-May-13
519,Manvinder Bisla,51,42,3,3,PBKS,Eden Gardens,26-Apr-13
520,Manvinder Bisla,92,43,14,2,CSK,Chidambaram,28-Apr-13
521,Ajinkya Rahane,59,43,3,3,PBKS,IS Bindra Stadium,09-May-13
522,Virat Kohli,58,43,2,2,CSK,Chidambaram,13-Apr-13
523,Biplap Samantray,55,43,6,1,RR,Rajiv Gandhi Intl. Cricket Stadium,17-May-13
524,Sachin Tendulkar,54,43,3,2,DC,Arun Jaitley Stadium,21-Apr-13
525,Rahul Dravid,54,43,8,0,PWI,Maharashtra Cricket Association's International Stadium,11-Apr-13
526,Gautam Gambhir,50,43,6,0,PWI,Maharashtra Cricket Association's International Stadium,09-May-13
527,Virat Kohli,99,44,10,4,DC,Arun Jaitley Stadium,10-May-13
528,Shaun Marsh,77,44,6,2,RR,IS Bindra Stadium,09-May-13
529,Parthiv Patel,61,44,5,2,PBKS,IS Bindra Stadium,11-May-13
530,Rahul Dravid,53,45,7,0,DC,Sawai Mansingh Stadium,07-May-13
531,Cheteshwar Pujara,51,45,8,0,PBKS,IS Bindra Stadium,06-May-13
532,Ajinkya Rahane,68,46,8,1,MI,Sawai Mansingh Stadium,17-Apr-13
533,Mahela Jayawardena,66,46,8,1,KKR,Eden Gardens,03-Apr-13
534,Murali Vijay,55,49,6,0,RR,Sawai Mansingh Stadium,12-May-13
535,Murali Vijay,50,50,3,1,PBKS,IS Bindra Stadium,10-Apr-13
536,Yusuf Pathan,72,15,5,7,SRH,Eden Gardens,24-May-14
537,Suresh Raina,87,16,12,6,PBKS,Wankhede Stadium,30-May-14
538,David Miller,51,19,0,6,RR,Sharjah Cricket Stadium,20-Apr-14
539,Virender Sehwag,122,21,12,8,CSK,Wankhede Stadium,30-May-14
540,Glenn Maxwell,95,21,5,9,SRH,Sharjah Cricket Stadium,22-Apr-14
541,Glenn Maxwell,90,22,6,8,CSK,Barabati Stadium,07-May-14
542,Wriddhiman Saha,54,22,8,2,SRH,Rajiv Gandhi Intl. Cricket Stadium,14-May-14
543,Faf du Plessis,52,22,7,1,PBKS,Barabati Stadium,07-May-14
544,AB de Villiers,89,23,6,8,SRH,M. Chinnaswamy Stadium,04-May-14
545,David Miller,66,23,8,3,RCB,M. Chinnaswamy Stadium,09-May-14
546,Yuvraj Singh,83,24,7,7,RR,M. Chinnaswamy Stadium,11-May-14
547,Yuvraj Singh,68,24,1,9,DC,M. Chinnaswamy Stadium,13-May-14
548,Glenn Maxwell,95,25,15,2,CSK,Zayed Cricket Stadium,18-Apr-14
549,Corey Anderson,95,25,9,6,RR,Wankhede Stadium,25-May-14
550,David Warner,90,25,12,3,CSK,JSCA Stadium,22-May-14
551,AB de Villiers,53,25,1,5,PBKS,M. Chinnaswamy Stadium,09-May-14
552,Karun Nair,50,26,7,2,MI,Wankhede Stadium,25-May-14
553,Lendl Simmons,100,27,14,2,PBKS,IS Bindra Stadium,21-May-14
554,Dwayne Smith,50,27,6,3,RR,Dubai International Stadium,23-Apr-14
555,Glenn Maxwell,89,28,8,6,RR,Sharjah Cricket Stadium,20-Apr-14
556,Michael Hussey,56,28,7,2,DC,Wankhede Stadium,23-May-14
557,Yuvraj Singh,52,28,3,5,DC,Sharjah Cricket Stadium,17-Apr-14
558,Shane Watson,50,28,5,3,PBKS,Sharjah Cricket Stadium,20-Apr-14
559,Wriddhiman Saha,115,29,10,8,KKR,M. Chinnaswamy Stadium,01-Jun-14
560,Naman Ojha,79,29,4,7,PBKS,Rajiv Gandhi Intl. Cricket Stadium,14-May-14
561,Robin Uthappa,67,29,10,1,CSK,Eden Gardens,20-May-14
562,Suresh Raina,54,29,4,2,MI,Brabourne Stadium,28-May-14
563,Brendon McCullum,67,30,4,5,PBKS,Zayed Cricket Stadium,18-Apr-14
564,AB de Villiers,58,30,1,5,RR,M. Chinnaswamy Stadium,11-May-14
565,David Warner,55,30,6,2,MI,Rajiv Gandhi Intl. Cricket Stadium,12-May-14
566,Manish Pandey,94,31,7,6,PBKS,M. Chinnaswamy Stadium,01-Jun-14
567,Rohit Sharma,59,31,3,4,RCB,Wankhede Stadium,06-May-14
568,Shakib Al Hasan,60,32,5,3,RCB,Eden Gardens,22-May-14
569,Michael Hussey,56,32,3,2,RR,Narendra Modi Stadium,19-May-14
570,Brendon McCullum,56,32,5,2,KKR,JSCA Stadium,02-May-14
571,David Miller,54,32,3,3,CSK,Zayed Cricket Stadium,18-Apr-14
572,Gautam Gambhir,54,32,6,1,RR,Narendra Modi Stadium,05-May-14
573,Sanju Samson,52,32,3,4,PBKS,Sharjah Cricket Stadium,20-Apr-14
574,David Hussey,50,33,5,2,SRH,JSCA Stadium,22-May-14
575,Robin Uthappa,83,34,10,1,RCB,Eden Gardens,22-May-14
576,Robin Uthappa,80,34,9,3,MI,Barabati Stadium,14-May-14
577,Ambati Rayudu,68,34,7,2,SRH,Rajiv Gandhi Intl. Cricket Stadium,12-May-14
578,Virat Kohli,67,34,4,4,SRH,Rajiv Gandhi Intl. Cricket Stadium,20-May-14
579,Kevin Pietersen,58,34,9,0,PBKS,IS Bindra Stadium,25-May-14
580,Karun Nair,56,34,8,0,RCB,M. Chinnaswamy Stadium,11-May-14
581,Virender Sehwag,72,35,11,1,KKR,Barabati Stadium,11-May-14
582,Dinesh Karthik,69,35,7,3,PBKS,Arun Jaitley Stadium,19-May-14
583,Suresh Raina,62,35,6,1,RCB,JSCA Stadium,18-May-14
584,JP Duminy,52,35,3,3,KKR,Dubai International Stadium,19-Apr-14
585,Shane Watson,51,35,3,4,CSK,JSCA Stadium,13-May-14
586,Dinesh Karthik,51,35,4,3,CSK,Arun Jaitley Stadium,05-May-14
587,Sanju Samson,74,36,7,3,MI,Wankhede Stadium,25-May-14
588,Brendon McCullum,71,36,8,2,MI,Dubai International Stadium,25-Apr-14
589,Lendl Simmons,67,36,5,4,CSK,Brabourne Stadium,28-May-14
590,Dinesh Karthik,56,36,5,2,KKR,Dubai International Stadium,19-Apr-14
591,Suresh Raina,56,36,5,1,DC,Zayed Cricket Stadium,21-Apr-14
592,Aaron Finch,88,37,8,4,DC,Dubai International Stadium,25-Apr-14
593,Kieron Pollard,78,37,3,6,SRH,Dubai International Stadium,30-Apr-14
594,Jacques Kallis,72,37,5,3,MI,Zayed Cricket Stadium,16-Apr-14
595,Dwayne Smith,66,37,4,5,SRH,Sharjah Cricket Stadium,27-Apr-14
596,Dwayne Smith,66,37,6,3,PBKS,Zayed Cricket Stadium,18-Apr-14
597,Dwayne Smith,79,38,4,8,DC,Arun Jaitley Stadium,05-May-14
598,Gautam Gambhir,63,38,7,0,PBKS,Barabati Stadium,11-May-14
599,Ambati Rayudu,59,38,2,4,CSK,Wankhede Stadium,10-May-14
600,Robin Uthappa,55,38,6,1,DC,Dubai International Stadium,19-Apr-14
601,Gautam Gambhir,69,39,5,2,DC,Arun Jaitley Stadium,07-May-14
602,Lendl Simmons,68,39,5,4,SRH,Rajiv Gandhi Intl. Cricket Stadium,12-May-14
603,Robin Uthappa,65,39,5,3,RR,Narendra Modi Stadium,05-May-14
604,Manoj Tiwary,61,39,5,2,RR,Narendra Modi Stadium,15-May-14
605,MS Dhoni,57,39,2,4,SRH,JSCA Stadium,22-May-14
606,Murali Vijay,52,39,7,1,SRH,Dubai International Stadium,25-Apr-14
607,Shikhar Dhawan,50,39,7,1,RCB,Rajiv Gandhi Intl. Cricket Stadium,20-May-14
608,Virat Kohli,73,40,2,5,CSK,M. Chinnaswamy Stadium,24-May-14
609,Shikhar Dhawan,64,40,4,2,CSK,JSCA Stadium,22-May-14
610,David Warner,58,40,3,3,DC,Dubai International Stadium,25-Apr-14
611,Rohit Sharma,50,40,3,2,CSK,Dubai International Stadium,25-Apr-14
612,Karun Nair,73,41,8,2,DC,Arun Jaitley Stadium,03-May-14
613,Aaron Finch,68,41,7,2,MI,Rajiv Gandhi Intl. Cricket Stadium,12-May-14
614,David Warner,65,41,1,4,MI,Dubai International Stadium,30-Apr-14
615,David Warner,59,41,3,4,RCB,Rajiv Gandhi Intl. Cricket Stadium,20-May-14
616,Manan Vohra,67,42,6,2,KKR,M. Chinnaswamy Stadium,01-Jun-14
617,Manish Pandey,64,42,6,2,MI,Zayed Cricket Stadium,16-Apr-14
618,Parthiv Patel,57,42,7,0,MI,Dubai International Stadium,19-Apr-14
619,Suresh Raina,65,43,3,5,KKR,Eden Gardens,20-May-14
620,Lendl Simmons,62,43,6,2,RR,Narendra Modi Stadium,19-May-14
621,David Warner,61,43,4,3,RCB,M. Chinnaswamy Stadium,04-May-14
622,Wriddhiman Saha,59,43,4,3,MI,Wankhede Stadium,03-May-14
623,Faf du Plessis,54,43,3,3,RCB,M. Chinnaswamy Stadium,24-May-14
624,Rohit Sharma,51,43,4,2,KKR,Barabati Stadium,14-May-14
625,Ajinkya Rahane,72,44,6,1,KKR,Zayed Cricket Stadium,29-Apr-14
626,JP Duminy,67,44,4,3,RCB,Sharjah Cricket Stadium,17-Apr-14
627,Ajinkya Rahane,64,45,8,1,DC,Narendra Modi Stadium,15-May-14
628,Ajinkya Rahane,59,46,6,0,SRH,Zayed Cricket Stadium,18-Apr-14
629,Dwayne Smith,57,49,5,3,MI,Wankhede Stadium,10-May-14
630,Harbhajan Singh,64,19,5,6,PBKS,Wankhede Stadium,12-Apr-15
631,Andre Russell,51,19,5,4,PBKS,Eden Gardens,09-May-15
632,David Warner,61,20,11,1,CSK,Rajiv Gandhi Intl. Cricket Stadium,02-May-15
633,Moises Henriques,57,20,5,4,RCB,Rajiv Gandhi Intl. Cricket Stadium,15-May-15
634,Kieron Pollard,64,21,4,5,CSK,Wankhede Stadium,17-Apr-15
635,Chris Gayle,117,22,7,12,PBKS,M. Chinnaswamy Stadium,06-May-15
636,Dwayne Smith,62,22,8,4,MI,Wankhede Stadium,17-Apr-15
637,Deepak Hooda,54,22,3,4,DC,Arun Jaitley Stadium,12-Apr-15
638,Eoin Morgan,63,23,4,5,RR,Brabourne Stadium,07-May-15
639,Kedar Jadhav,63,24,8,2,SRH,Shaheed Veer Narayan Singh International Cricket Stadium,09-May-15
640,David Warner,57,24,6,4,RCB,M. Chinnaswamy Stadium,13-Apr-15
641,Hardik Pandya,61,25,8,2,KKR,Wankhede Stadium,14-May-15
642,Andre Russell,55,25,4,4,CSK,Eden Gardens,30-Apr-15
643,Rohit Sharma,50,25,6,2,CSK,Eden Gardens,24-May-15
644,George Bailey,61,27,4,3,MI,Wankhede Stadium,12-Apr-15
645,Ambati Rayudu,53,27,4,3,RR,Wankhede Stadium,01-May-15
646,Kieron Pollard,70,28,7,5,RR,Narendra Modi Stadium,14-Apr-15
647,Andre Russell,66,28,9,2,PBKS,Maharashtra Cricket Association's International Stadium,18-Apr-15
648,MS Dhoni,53,28,4,4,SRH,Chidambaram,11-Apr-15
649,AB de Villiers,133,29,19,4,MI,Wankhede Stadium,10-May-15
650,Dwayne Bravo,62,29,8,1,RR,Narendra Modi Stadium,19-Apr-15
651,Suresh Raina,62,29,4,6,RCB,M. Chinnaswamy Stadium,22-Apr-15
652,Chris Gayle,62,29,6,4,DC,Arun Jaitley Stadium,26-Apr-15
653,David Miller,54,29,1,5,RR,Narendra Modi Stadium,21-Apr-15
654,Quinton de Kock,50,29,9,1,SRH,Shaheed Veer Narayan Singh International Cricket Stadium,09-May-15
655,Quinton de Kock,69,30,9,3,RCB,M. Chinnaswamy Stadium,17-May-15
656,David Warner,52,30,5,1,RCB,Rajiv Gandhi Intl. Cricket Stadium,15-May-15
657,Rohit Sharma,50,30,5,1,CSK,Wankhede Stadium,17-Apr-15
658,Shane Watson,104,31,9,5,KKR,Brabourne Stadium,16-May-15
659,David Miller,89,31,2,9,SRH,Rajiv Gandhi Intl. Cricket Stadium,11-May-15
660,Steve Smith,68,32,9,2,SRH,Brabourne Stadium,07-May-15
661,Brendon McCullum,66,32,8,3,PBKS,Chidambaram,25-Apr-15
662,Shaun Marsh,65,32,5,3,RR,Narendra Modi Stadium,21-Apr-15
663,Shreyas Iyer,60,32,3,5,SRH,ACA-VDCA Stadium,18-Apr-15
664,Parthiv Patel,59,32,5,3,PBKS,IS Bindra Stadium,03-May-15
665,Mandeep Singh,54,32,7,2,RR,Maharashtra Cricket Association's International Stadium,20-May-15
666,Karun Nair,61,33,6,2,DC,Brabourne Stadium,03-May-15
667,Unmukt Chand,58,33,8,2,RCB,M. Chinnaswamy Stadium,19-Apr-15
668,Shikhar Dhawan,54,33,6,2,RR,Brabourne Stadium,07-May-15
